pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
CALVIN-PWY,Calvin-Benson-Bassham cycle,38,9.99900009999e-05,9.99900009999e-05,4.00712116210844e-07,,0.011377536287856,9.58793603800587e-06,0.0163153982911345,2.74103890049503e-05,8.10579253718302e-08,1,,,,,,59
GLUCONEO-PWY,gluconeogenesis I,56,9.99900009999e-05,9.99900009999e-05,3.4148619487695e-09,,0.0145995820778725,5.92078139973722e-07,0.0239505680456009,3.07627083747711e-05,6.83776368859412e-10,0.5,,,,,,59
GLYCLEAV-PWY,glycine cleavage,8,9.99900009999e-05,9.99900009999e-05,8.67426848683017e-08,,0.0212265169349313,6.33776479233051e-05,0.0330022303182541,7.23875329422612e-06,1.73950110982091e-08,1,,,,,,59
MANNCAT-PWY,D-mannose degradation,3,9.99900009999e-05,9.99900009999e-05,5.00867547437167e-09,,0.000206657385767245,0.00015949560430264,0.00020683873760674,0.000368545690475946,1.00175379103007e-09,1,,,,,,59
PWY-2681,<i>trans</i>-zeatin biosynthesis,21,9.99900009999e-05,9.99900009999e-05,4.87086090195099e-06,,0.0357768466030737,8.30791679846508e-05,0.0736308805438319,4.961699433269e-05,1.00575258887847e-06,1,,,,,,59
PWY-3101,flavonol biosynthesis,33,9.99900009999e-05,9.99900009999e-05,5.87974250398915e-08,,0.0248310778691549,4.28298287057612e-06,0.0632529099835718,3.34737587639413e-06,1.18335551357873e-08,1,,,,,,59
PWY-3781,aerobic respiration I (cytochrome c),297,9.99900009999e-05,9.99900009999e-05,4.20619095109487e-11,,0.0376469286365106,4.16067730189656e-09,0.107239606521157,2.56069735523538e-10,8.7163609663321e-12,1,,,,,,59
PWY-3881,mannitol biosynthesis,11,9.99900009999e-05,9.99900009999e-05,2.41180969640098e-08,,0.000746447591923247,2.19505266657541e-05,0.000758199570859541,1.39318087962742e-05,4.82641293597652e-09,1,,,,,,59
PWY-5667,CDP-diacylglycerol biosynthesis I,29,9.99900009999e-05,9.99900009999e-05,1.24890018038393e-06,,0.0227439997993943,6.69248719741208e-05,0.0383352026881978,0.006645356218531,2.5072961795658e-07,0.5,,,,,,59
PWY-5934,iron reduction and absorption,2,9.99900009999e-05,9.99900009999e-05,2.00906280500845e-09,,0.000598059641491358,0.000266391525207884,0.000600289885963945,0.000291157138760341,4.01814248540688e-10,1,,,,,,59
PWY-5945,"violaxanthin, antheraxanthin and zeaxanthin interconversion",7,9.99900009999e-05,9.99900009999e-05,4.59624630889666e-05,,0.00277198299649569,0.000839627726005637,0.00282590154952012,0.000616873293238452,9.50048894621247e-06,1,,,,,,59
PWY-6219,indole-3-acetate inactivation VIII,8,9.99900009999e-05,9.99900009999e-05,9.17758553831138e-06,,0.00510775874629318,0.000371839211286935,0.00579437760136226,0.00124689397385494,1.84861351715249e-06,0.5,,,,,,59
PWY-6348,phosphate acquisition,33,9.99900009999e-05,9.99900009999e-05,8.77076189453874e-14,,0.000152670936248163,3.70584788856669e-07,0.000207262069255476,0.000717664721046898,1.75415237890775e-14,0.05,,,,,,59
PWY-6605,adenine and adenosine salvage II,8,9.99900009999e-05,9.99900009999e-05,6.53341831907683e-06,,0.00544241952938497,0.000323785624157406,0.00614199208404698,0.00065017970876029,1.31523023483293e-06,1,,,,,,59
PWY-7897,flavonoid di-C-glucosylation,37,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000359094702176415,1.45070771112595e-10,0.000508809013002098,7.33394319326323e-10,1e-15,1,,,,,,59
PWY-861,dhurrin biosynthesis,25,9.99900009999e-05,9.99900009999e-05,6.42269573636334e-08,,0.0102826876977602,7.29748295852768e-06,0.0233969033712611,3.81677658234261e-06,1.29115963476423e-08,1,,,,,,59
PWY1F-FLAVSYN,flavonoid biosynthesis,52,9.99900009999e-05,9.99900009999e-05,1.88182802673964e-14,,0.000503412085006912,3.15889517094513e-09,0.000715009178271386,1.62593230898735e-07,3.77475828372553e-15,0.5,,,,,,59
THIOREDOX-PWY,thioredoxin pathway,20,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,2.40490080580451e-05,4.46782264510679e-09,2.43597181318611e-05,6.45062216581422e-08,1e-15,1,,,,,,59
GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),61,0.0001999800019998,0.0001999800019998,2.56905213168457e-05,,0.0180824190649306,7.08514279584429e-05,0.0260609115122729,0.000389624579666699,5.62271045301266e-06,1,,,,,,59
PWY-4361,<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I,11,0.0001999800019998,0.0001999800019998,7.86282830816942e-06,,0.00886811120572015,0.000234092879491927,0.0198766134503533,0.00072116518763724,1.58709484965325e-06,1,,,,,,59
PWY-7411,phosphatidate biosynthesis (yeast),32,0.0001999800019998,0.0001999800019998,4.68631378203188e-07,,0.0211287166260521,1.64490578201559e-05,0.0422160579246624,0.00036541717828864,9.42883378041159e-08,0.5,,,,,,59
