pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
LIPAS-PWY,triacylglycerol degradation,117,9.99900009999e-05,9.99900009999e-05,1.11210707309795e-09,,3.13354408471225e-05,4.20118677511164e-08,3.13824217691439e-05,3.36152370529516e-07,2.23757234962818e-10,1,,,,,,52
LIPASYN-PWY,phospholipases,106,9.99900009999e-05,9.99900009999e-05,3.22319565149165e-07,,2.84046833693507e-05,7.72387302572004e-06,2.84319796156618e-05,0.000167272858161487,6.53307360432009e-08,0.05,,,,,,52
PWY-2541,phytosterol biosynthesis (plants),27,9.99900009999e-05,9.99900009999e-05,4.71844785465692e-15,,0.000240489910364055,1.61416868060144e-14,0.000393045599273889,1.44860436065142e-12,1e-15,1,,,,,,52
PWY-3781,aerobic respiration I (cytochrome c),297,9.99900009999e-05,9.99900009999e-05,4.20594670202945e-11,,0.039712747875191,2.99097562981547e-10,0.11617875985046,1.23592207165913e-09,8.7163609663321e-12,1,,,,,,52
PWY-4821,UDP-&alpha;-D-xylose biosynthesis,11,9.99900009999e-05,9.99900009999e-05,1.6307636402646e-05,,0.0221277315600814,0.000406877031461791,0.0367515040901633,0.00163018236617219,3.29531148357543e-06,0.5,,,,,,52
PWY-5976,dhurrin degradation,9,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.00456909987859042,2.00322638411363e-08,0.0124032871901373,4.20744130607659e-09,1e-15,1,,,,,,52
PWY-6115,"avenacin biosynthesis, initial reactions",12,9.99900009999e-05,9.99900009999e-05,8.870681966755e-13,,0.00084449362152595,4.71785033979582e-07,0.00126059108001997,4.81437993543992e-06,1.774136393351e-13,1,,,,,,52
PWY-6475,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),11,9.99900009999e-05,9.99900009999e-05,8.05393946534672e-06,,0.00388728612199099,0.000344362674850658,0.00735322712682074,0.00612499757502733,1.61981661428445e-06,0.5,,,,,,52
PWY-6663,plant sterol biosynthesis II,28,9.99900009999e-05,9.99900009999e-05,4.49640324973188e-15,,0.000230233494931295,9.67457732649474e-15,0.00040759987652994,6.27365690171189e-12,1e-15,1,,,,,,52
PWY-6673,caffeoylglucarate biosynthesis,5,9.99900009999e-05,9.99900009999e-05,9.4128683736372e-09,,6.54877653633336e-05,0.000535865928498591,6.54932841845923e-05,0.00586730637666505,1.88268911571754e-09,0.01,,,,,,52
PWY-7199,pyrimidine deoxyribonucleosides salvage,7,9.99900009999e-05,9.99900009999e-05,2.69008542886362e-05,,0.000603156795862919,0.0114217455060637,0.000602901160486558,0.0809388035960871,5.4809082022933e-06,0.01,,,,,,52
PWY-7221,guanosine ribonucleotides <i>de novo</i> biosynthesis,5,9.99900009999e-05,9.99900009999e-05,1.12011875103568e-05,,0.0281596538944181,0.000707717531629796,0.0565840194073513,0.000258963773269967,2.26729707997198e-06,1,,,,,,52
PWY-7224,purine deoxyribonucleosides salvage,9,9.99900009999e-05,9.99900009999e-05,1.46088140329237e-06,,0.000770820902375957,0.000151984346708756,0.00077509186189062,0.000155907074317907,2.93512482207881e-07,1,,,,,,52
PWY-7344,UDP-&alpha;-D-galactose biosynthesis,4,9.99900009999e-05,9.99900009999e-05,4.64958170376395e-06,,0.00970581271318027,0.000687973742547884,0.0113327176810654,0.000292311275857179,9.34317655909567e-07,1,,,,,,52
PWY-7458,violdelphin biosynthesis,7,9.99900009999e-05,9.99900009999e-05,3.75395887178831e-05,,0.0464366389696153,0.000788107690563093,0.121046066837344,0.000728508828941935,7.66154621467674e-06,0.5,,,,,,52
PWYQT-4427,sulfoquinovosyl diacylglycerol biosynthesis,4,9.99900009999e-05,9.99900009999e-05,5.69229524627346e-07,,0.00275812370618341,0.000465332410096227,0.00285445942533646,0.00238142679419886,1.13888455666178e-07,0.5,,,,,,52
GLYSYN2-PWY,glycine biosynthesis,9,0.0001999800019998,0.0001999800019998,7.57871027362578e-06,,0.0144350674664087,0.000301130229895138,0.0163535006090342,3.83415558063699e-05,1.58677177097832e-06,1,,,,,,52
PWY-5063,phytyl diphosphate biosynthesis,2,0.0001999800019998,0.0001999800019998,3.89251042591798e-05,,0.0148649017442998,0.00274448304584154,0.0194984148721599,0.00147709552779836,7.85595302787989e-06,1,,,,,,52
PWY-5340,sulfate activation for sulfonation,7,0.0001999800019998,0.0001999800019998,1.97983776364929e-05,,0.0085819145974886,0.000665554081092596,0.00974782960360621,0.00186506829139671,3.99539376028102e-06,0.5,,,,,,52
PWY-6814,chitin degradation III (carnivorous plants),43,0.0001999800019998,0.0001999800019998,2.20368168157847e-12,,0.0293465994709004,9.40152987410239e-09,0.091823003145942,1.60537972926781e-08,4.40758540776187e-13,1,,,,,,52
PWY-735,jasmonic acid biosynthesis,32,0.0001999800019998,0.0001999800019998,1.67826146868499e-08,,0.00037382543525864,8.46151901950659e-05,0.000379418252874686,0.00633849443188092,3.35671768159074e-09,0.05,,,,,,52
PWY-7634,vernolate biosynthesis II,12,0.0001999800019998,0.0001999800019998,1.04785870758684e-05,,0.00279912408764928,0.000345248310129893,0.00417865553639252,0.00992829160495841,2.11162082330851e-06,0.05,,,,,,52
PWY-8027,parkeol biosynthesis,2,0.0001999800019998,0.0001999800019998,0.000212160257380745,,0.00448409499942883,0.00760931849215372,0.00448675593319003,0.0161384799246734,4.36149373210792e-05,0.01,,,,,,52
PWY-882,L-ascorbate biosynthesis I (L-galactose pathway),24,0.0001999800019998,0.0001999800019998,4.4182517328073e-06,,0.00334324318719741,0.000100213337876494,0.00357394524683785,0.00120247718488972,8.92633888693872e-07,0.5,,,,,,52
PWY-1001,cellulose biosynthesis,19,0.0002999700029997,0.0002999700029997,2.01268571670132e-06,,0.0200844324786179,6.04935760763596e-05,0.0352193497127908,6.72647832474386e-05,4.07702728022485e-07,1,,,,,,52
PWY-5350,thiosulfate disproportionation IV (rhodanese),6,0.0002999700029997,0.0002999700029997,1.22268894350852e-05,,0.000538658468486519,0.00452124328328226,0.000537857422612476,0.177863119409037,2.46917924207057e-06,0.01,,,,,,52
PWY0-1535,D-serine degradation,2,0.0002999700029997,0.0002999700029997,0.000199891198912228,,0.0044070254319713,0.00839455913059627,0.00440374106151009,0.0207477997719846,4.09963481385889e-05,0.01,,,,,,52
UDPNACETYLGALSYN-PWY,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II,10,0.0003999600039996,0.0003999600039996,6.03240402894945e-05,,0.0484505240324163,0.000673013656772187,0.138810831110478,0.000162903160791985,1.32918618360733e-05,1,,,,,,52
PWY-6014,vernolate biosynthesis I,12,0.0004999500049995,0.0004999500049995,1.04785802821361e-05,,0.00279912408764928,0.000345248310129893,0.00417865553639252,0.00992829160495841,2.11161944385641e-06,0.05,,,,,,52
PWY-7464,"cyanidin 3,7-diglucoside polyacylation biosynthesis",7,0.0004999500049995,0.0004999500049995,3.75395887178831e-05,,0.0464366389696153,0.000788107690563093,0.121046066837344,0.000728508828941935,7.66154621467674e-06,0.5,,,,,,52
PWY-5048,rosmarinic acid biosynthesis I,25,0.0005999400059994,0.0005999400059994,5.26239202003342e-06,,0.0588124076376953,6.94665486545147e-05,0.199026266583173,6.49553055009938e-05,1.08657093023101e-06,1,,,,,,52
PWY-6710,poly-hydroxy fatty acids biosynthesis,12,0.0005999400059994,0.0005999400059994,1.04785802828578e-05,,0.00279912408764928,0.000345248310129893,0.00417865553639252,0.00992829160495841,2.11161944396743e-06,0.05,,,,,,52
PWY-621,sucrose degradation III (sucrose invertase),9,0.0006999300069993,0.0006999300069993,0.000344399325329703,,0.0799395628495168,0.00190971857598924,0.28999000931069,0.000236953922550791,0.000102464444262207,1,,,,,,52
PWY-6823,molybdenum cofactor biosynthesis,15,0.0006999300069993,0.0006999300069993,0.000648357198916483,,0.258094727173184,0.00187825563102357,0.0468735928993381,0.0170001888346749,0.000140915463594071,0.5,,,,,,52
PWY-6803,phosphatidylcholine acyl editing,99,0.0008999100089991,0.0008999100089991,4.92429327259014e-06,,2.65446682051409e-05,6.04425598400601e-05,2.65544209854252e-05,0.000504191392519747,1.08516922014967e-06,0.05,,,,,,52
PWY-8028,cycloartenol biosynthesis,7,0.0008999100089991,0.0008999100089991,4.26927040558245e-05,,0.000733160624921748,0.00103410534787247,0.000735538030286143,0.00422204141020689,8.83480629410016e-06,0.01,,,,,,52
TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis,53,0.0008999100089991,0.0008999100089991,0.000166284253202587,,0.00109347057395006,0.00337623095824277,0.00111509256521758,0.0275643003865906,3.58097875472474e-05,0.01,,,,,,52
COA-PWY,coenzyme A biosynthesis I (prokaryotic),11,0.000999900009999,0.000999900009999,1.39447273073134e-05,,0.00487986906073699,0.000302305488934487,0.00533007254084039,0.000569352270787648,2.83204553108707e-06,1,,,,,,52
HOMOSERSYN-PWY,L-homoserine biosynthesis,6,0.000999900009999,0.000999900009999,0.000441278788317345,,0.0515477724297719,0.00261232008899585,0.122272604074531,0.00087814956936787,0.000102227029650792,1,,,,,,52
PWY-5032,<i>ent</i>-kaurene biosynthesis I,3,0.0010998900109989,0.0010998900109989,0.00106382924983062,,0.0422398216004909,0.00605489765165467,0.0724217667347969,0.00229445002605503,0.000246189044656786,1,,,,,,52
PWY-6717,"(1,4)-&beta;-D-xylan degradation",22,0.0010998900109989,0.0010998900109989,7.84164491411943e-05,,0.0400882880811057,0.000361589964413296,0.0535487186826348,0.000227100000342438,1.76834934987324e-05,1,,,,,,52
PWYIO2-7,triacylglycerol biosynthesis (Chlamydomonas),53,0.0010998900109989,0.0010998900109989,0.000166280211741421,,0.00109347057395006,0.00337623095824277,0.00111509256521758,0.0275643003865906,3.58088503977783e-05,0.01,,,,,,52
PWY-3981,&beta;-alanine biosynthesis I,10,0.0011998800119988,0.0011998800119988,0.000674769257551278,,0.0165981255852967,0.00212832771451384,0.0248438030043524,0.00606838009853171,0.000149813792598597,1,,,,,,52
GLUT-REDOX-PWY,glutathione-glutaredoxin redox reactions,5,0.0014998500149985,0.0014998500149985,0.000303183536238871,,0.00238718196732327,0.00404448883035861,0.00240198884821186,0.0163652622933995,6.51543979149905e-05,0.01,,,,,,52
PWY-181,photorespiration,20,0.0014998500149985,0.0014998500149985,1.05754677758862e-05,,0.0169498807639069,0.000134302013446461,0.0359783677993374,3.55170687129867e-05,2.28778334931956e-06,1,,,,,,52
PWY-4302,aerobic respiration III (alternative oxidase pathway),62,0.0014998500149985,0.0014998500149985,0.000110124386626276,,0.14005188878453,0.000338885055716387,0.257517401575102,0.00464333078054445,2.36813440025463e-05,0.5,,,,,,52
PWY-5083,NAD/NADH phosphorylation and dephosphorylation,52,0.0015998400159984,0.0015998400159984,5.86731180468036e-05,,0.122331823433943,0.000238104409217286,0.220989464449031,0.00468908067672436,1.2377267689212e-05,0.5,,,,,,52
PWY-5129,sphingolipid biosynthesis (plants),32,0.0015998400159984,0.0015998400159984,3.19841660719189e-05,,0.0804930867431908,0.000160547731672415,0.267125689782429,4.17293207889234e-05,7.92897340340382e-06,1,,,,,,52
PWY-5936,xyloglucan biosynthesis,52,0.0015998400159984,0.0015998400159984,3.28188930198703e-07,,0.02358944110279,5.45338156457993e-06,0.0859320631974194,3.26783581472201e-06,6.78164362444278e-08,1,,,,,,52
PWY-8001,felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis,3,0.0015998400159984,0.0015998400159984,0.000945139187351285,,0.00646319412391287,0.00572916830693937,0.00659833389508824,0.0104837356852974,0.00021212953962757,1,,,,,,52
PWY-6515,phloridzin biosynthesis,3,0.0017998200179982,0.0017998200179982,0.000544109805128534,,0.00455034663290128,0.00515132747527849,0.00459225241656136,0.0078566708148954,0.000118617499201723,0.01,,,,,,52
PWY-2161,folate polyglutamylation,7,0.0018998100189981,0.0018998100189981,0.00225521811300022,,0.0119003889695227,0.00517284233277858,0.0127426565979279,0.00910106577839827,0.000570948556426365,1,,,,,,52
PWY-3881,mannitol biosynthesis,11,0.0021997800219978,0.0021997800219978,0.000586997511172971,,0.00163679395748056,0.0195019175870047,0.00163964670462946,0.117513560623059,0.000138164389354323,0.01,,,,,,52
