pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
CHLOROPHYLL-SYN,"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)",12,9.99900009999e-05,9.99900009999e-05,5.3684950929167e-10,,2.86648922702482e-06,9.56716543222405e-06,2.86655623382703e-06,0.00340739192933098,1.07379105607208e-10,0.05,,,,,,15
GLUTATHIONESYN-PWY,glutathione biosynthesis,4,9.99900009999e-05,9.99900009999e-05,3.04141092366539e-06,,0.000573790913936127,0.00598525125362958,0.000572397094546928,0.111180321822901,6.09641481963408e-07,0.01,,,,,,15
GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),61,9.99900009999e-05,9.99900009999e-05,8.74940309092409e-07,,0.00914926177157723,8.21729163495572e-06,0.0100376869285587,1.50104031822727e-05,1.80957756001909e-07,0.5,,,,,,15
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,protein <i>N</i>-glycosylation initial phase (eukaryotic),23,9.99900009999e-05,9.99900009999e-05,5.82418586793643e-05,,0.0517892172149199,0.000413775012360783,0.126278570485049,0.00327537154598206,1.20336652257302e-05,0.5,,,,,,15
PWY-1042,glycolysis IV (plant cytosol),60,9.99900009999e-05,9.99900009999e-05,6.36419312194381e-07,,0.00901189036337619,7.18039283048773e-06,0.00987394978363443,1.44967977167347e-05,1.30753233573699e-07,0.5,,,,,,15
PWY-3781,aerobic respiration I (cytochrome c),297,9.99900009999e-05,9.99900009999e-05,4.33145741496332e-11,,0.147056139626311,4.85784237386424e-09,0.66158071788671,1.99180393818254e-09,8.7163609663321e-12,1,,,,,,15
PWY-84,resveratrol biosynthesis,2,9.99900009999e-05,9.99900009999e-05,3.69316733794811e-06,,0.0105305816791015,0.0014666383727233,0.0139108823919599,0.000761373392650104,7.39814900896363e-07,1,,,,,,15
GLUTORN-PWY,L-ornithine biosynthesis I,9,0.0001999800019998,0.0001999800019998,0.000146310873381628,,0.0009621797174048,0.0659848547037261,0.000959620476337464,0.407257017353414,3.11754233732753e-05,0.01,,,,,,15
PWY-5723,Rubisco shunt,38,0.0001999800019998,0.0001999800019998,1.74573836438374e-05,,0.00581214867128303,8.71829802276922e-05,0.00626487298839162,0.000102116695444627,3.77618860425422e-06,1,,,,,,15
PWY-5976,dhurrin degradation,9,0.0001999800019998,0.0001999800019998,4.83268980389084e-12,,0.0239493560405648,1.87620637829988e-06,0.0928575149356505,6.93280530212324e-08,9.66560165238661e-13,1,,,,,,15
PWY-181,photorespiration,20,0.0003999600039996,0.0003999600039996,1.82291186257011e-07,,0.0290913380009386,1.76426567494586e-05,0.103127552446846,2.55618651839801e-05,3.65860817197472e-08,1,,,,,,15
PWYDQC-4,indole-3-acetate biosynthesis I,15,0.0004999500049995,0.0004999500049995,3.0787646048025e-05,,0.0209554355985814,0.000316242096440484,0.0280174246714434,0.000135308193722328,6.58905278716482e-06,1,,,,,,15
LIPAS-PWY,triacylglycerol degradation,117,0.0007999200079992,0.0007999200079992,1.14724943953703e-05,,0.0350802627275715,2.94554017762379e-05,0.0806881150065172,8.35958826235714e-06,3.54343860531348e-06,1,,,,,,15
PWY-6814,chitin degradation III (carnivorous plants),43,0.0007999200079992,0.0007999200079992,3.8120914203077e-09,,0.000423779935873321,6.37889841020917e-06,0.000694945033322014,7.40272822648807e-05,7.62519491992464e-10,0.05,,,,,,15
PWY-7039,"phosphatidate metabolism, as a signaling molecule",39,0.0007999200079992,0.0007999200079992,0.000344711135797537,,0.0454440576533249,0.00058040132128771,0.125355120304956,0.00130616337019544,8.34241513121281e-05,1,,,,,,15
PWY-8011,L-serine biosynthesis II,9,0.0007999200079992,0.0007999200079992,7.72684372041255e-09,,0.0195402972303958,2.14854998982821e-05,0.0519248837859456,9.48520098892181e-06,1.5457318758294e-09,1,,,,,,15
PWY-5989,stearate biosynthesis II (bacteria and plants),38,0.0010998900109989,0.0010998900109989,7.58841983245495e-05,,0.098685278947969,0.000259104827233702,0.30228218199165,5.6169538555003e-05,2.26166926050597e-05,1,,,,,,15
FASYN-ELONG-PWY,fatty acid elongation -- saturated,12,0.0011998800119988,0.0011998800119988,0.000317444138158096,,0.0595814646977864,0.00132673957713351,0.107443471942557,0.000507614698392457,7.69139657812445e-05,1,,,,,,15
PWY-735,jasmonic acid biosynthesis,32,0.0012998700129987,0.0012998700129987,4.52363428921077e-06,,0.0431098058103308,4.93019545620661e-05,0.0811126198820021,0.000185111448426248,9.26281398250239e-07,0.5,,,,,,15
PWY-4361,<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I,11,0.0013998600139986,0.0013998600139986,0.000172050442336535,,0.0400273280090004,0.0010191822539667,0.107294493975608,0.00041908836814165,3.89709779496927e-05,1,,,,,,15
ARGSYNBSUB-PWY,L-arginine biosynthesis II (acetyl cycle),15,0.0014998500149985,0.0014998500149985,0.000884821109282563,,0.00161337866903995,0.074945142953345,0.00159885581074171,0.299785246603604,0.000227779505557302,0.01,,,,,,15
PWY-6363,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation",7,0.0015998400159984,0.0015998400159984,0.000377108390117453,,0.0634067658808868,0.00225576799607626,0.179119505579184,0.00041984467078896,9.60328231796037e-05,1,,,,,,15
ARG-PRO-PWY,L-arginine degradation VI (arginase 2 pathway),4,0.0016998300169983,0.0016998300169983,0.00193738538624422,,0.0239170434791729,0.00797562570140649,0.0336410782552784,0.0297412556050016,0.000425434358070187,0.5,,,,,,15
PWY-5971,palmitate biosynthesis II (bacteria and plants),43,0.0018998100189981,0.0018998100189981,9.45949176376359e-05,,0.108010560296843,0.000348309797875839,0.334556222445782,3.81613183044532e-05,4.20685769245699e-05,1,,,,,,15
PWY-5398,crocetin esters biosynthesis,8,0.001999800019998,0.001999800019998,5.05884927704536e-05,,0.025344298251391,0.000774530328881193,0.032330827896503,0.000171734146871572,1.09107827411803e-05,1,,,,,,15
PWY-4841,UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol),3,0.0026997300269973,0.0026997300269973,0.00203197615418066,,0.0447204242008367,0.00794015683748409,0.0670070208176919,0.00313468952568372,0.000505358320651794,1,,,,,,15
PWY1F-FLAVSYN,flavonoid biosynthesis,52,0.0026997300269973,0.0026997300269973,3.7332698611392e-06,,0.0602299565147585,2.7273805878971e-05,0.147113869766467,3.64396492423298e-06,9.72578910407584e-07,1,,,,,,15
ALACAT2-PWY,L-alanine degradation II (to D-lactate),7,0.002999700029997,0.002999700029997,0.00118117875442225,,0.0251765556441944,0.00366478852828431,0.0373780976909471,0.00347768839879515,0.000277286135964117,1,,,,,,15
PYRUVDEHYD-PWY,pyruvate decarboxylation to acetyl CoA,18,0.0031996800319968,0.0031996800319968,0.00299375169450167,,0.114273670105144,0.00426175412303631,0.208149339419548,0.0023251630160847,0.00100712279596304,1,,,,,,15
SUCSYN-PWY,sucrose biosynthesis I (from photosynthesis),33,0.0034996500349965,0.0034996500349965,0.000653732634498583,,0.123529131061728,0.00133272468585849,0.283775167890467,0.000332718162739736,0.000257581162338205,1,,,,,,15
GLUCONEO-PWY,gluconeogenesis I,56,0.0035996400359964,0.0035996400359964,0.000800673502744764,,0.0784640744751438,0.00100273772789709,0.214952448470291,0.000736091080608975,0.000258229065819293,1,,,,,,15
PWY-5123,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",7,0.0036996300369963,0.0036996300369963,0.00357897116039763,,0.00636214221842838,0.0684915546180112,0.00630355405071448,0.302325287137768,0.000939326052884493,0.01,,,,,,15
PWY-3561,choline biosynthesis III,22,0.0038996100389961,0.0038996100389961,0.00126688057334717,,0.0303326733332161,0.00353508911677997,0.0727707023444326,0.0406233781161737,0.000278321795785352,0.5,,,,,,15
PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",18,0.0043995600439956,0.0043995600439956,0.00279631791240892,,0.088193250659476,0.00465156007669468,0.156755346881292,0.00135206408640691,0.00122466526215514,1,,,,,,15
PWY-6949,DIBOA-glucoside biosynthesis,39,0.0046995300469953,0.0046995300469953,2.62706694442727e-06,,0.0901739571540112,2.70585986440345e-05,0.165588418838321,6.30773889629796e-05,5.40412998573103e-07,1,,,,,,15
PWY4LZ-81,Organic Nitrogen Assimilation,20,0.0047995200479952,0.0047995200479952,0.00213473775595735,,0.135856225089923,0.00515533487916611,0.398917452810771,0.000671866238235647,0.00153399875983395,1,,,,,,15
PWY-6922,L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis,7,0.0048995100489951,0.0048995100489951,0.00354237447759503,,0.0427681018357381,0.00696088526231789,0.058127089980377,0.00368757019592781,0.00104562196408642,1,,,,,,15
PWY-2261,ascorbate glutathione cycle,20,0.0050994900509949,0.0050994900509949,0.00116498614937671,,0.119691702294237,0.0059799113126558,0.22324386808996,0.000276660398439454,0.00200617380729384,1,,,,,,15
