pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
PWY-1269,CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis,3,9.99900009999e-05,9.99900009999e-05,8.6445637319521e-06,,0.001143727954417,0.0012741884174613,0.00114706113721197,0.00245328479736907,1.73774129685889e-06,0.01,,,,,,19
PWY-5148,acyl-CoA hydrolysis,11,9.99900009999e-05,9.99900009999e-05,1.48283845757824e-08,,1.26591886064748e-05,0.00536237109791407,1.26587271610523e-05,0.275571336086554,2.96706881286468e-09,0.01,,,,,,19
PWY-5326,sulfite oxidation IV,2,9.99900009999e-05,9.99900009999e-05,1.68975944347949e-13,,4.48807318214391e-05,0.000196075041181849,4.48774964912912e-05,0.00696199440030587,3.37507799486048e-14,0.01,,,,,,19
PWY-6465,&omega;-hydroxylation of caprate and laurate,13,9.99900009999e-05,9.99900009999e-05,5.99551716051749e-08,,1.4960858128956e-05,0.00925091089675225,1.49602967013385e-05,0.290778694621569,1.20103029743746e-08,0.01,,,,,,19
PWY-7183,pyrimidine nucleobases salvage I,6,9.99900009999e-05,9.99900009999e-05,6.39947561609233e-09,,3.92344314976708e-05,0.000333690268911117,3.92285587844654e-05,0.0547591637308105,1.27998356358461e-09,0.01,,,,,,19
PWY-7187,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II,17,9.99900009999e-05,9.99900009999e-05,4.52924742572192e-06,,6.49487392403474e-05,0.0790532795441424,6.49380154712498e-05,0.591255791415495,9.31854732932891e-07,0.01,,,,,,19
PWY-7193,pyrimidine ribonucleosides salvage I,10,9.99900009999e-05,9.99900009999e-05,5.06188002458163e-07,,6.53768016806352e-05,0.00429606780833127,6.53800763704693e-05,0.120222465625073,1.01554586628971e-07,0.01,,,,,,19
PWY-7196,superpathway of pyrimidine ribonucleosides salvage,6,9.99900009999e-05,9.99900009999e-05,6.39947561609233e-09,,3.92344314976708e-05,0.000333690268911117,3.92285587844654e-05,0.0547591637308105,1.27998356358461e-09,0.01,,,,,,19
PWY-7206,pyrimidine deoxyribonucleotides dephosphorylation,16,9.99900009999e-05,9.99900009999e-05,3.21159170829644e-06,,6.11258359172929e-05,0.0328623321928987,6.11182489430595e-05,0.413160180206306,6.56121570519197e-07,0.01,,,,,,19
PWY-7208,superpathway of pyrimidine nucleobases salvage,6,9.99900009999e-05,9.99900009999e-05,6.39947561609233e-09,,3.92344314976708e-05,0.000333690268911117,3.92285587844654e-05,0.0547591637308105,1.27998356358461e-09,0.01,,,,,,19
