pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
LEUSYN-PWY,L-leucine biosynthesis,10,9.99900009999e-05,9.99900009999e-05,1.79449833050405e-05,,0.0403260575771262,0.00038393293666461,0.108416278042093,8.7697445450217e-05,3.77945499030474e-06,1,,,,,,49
PWY-5137,"fatty acid &beta;-oxidation III (unsaturated, odd number)",6,9.99900009999e-05,9.99900009999e-05,3.31625538141367e-08,,0.00949774411682746,7.6470951890362e-05,0.0178466249118679,4.7831833537697e-05,6.63401311662426e-09,1,,,,,,49
PWY-5188,tetrapyrrole biosynthesis I (from glutamate),7,9.99900009999e-05,9.99900009999e-05,3.74051570806166e-06,,0.00712745042746424,0.000344874633520178,0.0139314954615837,0.00140857749959469,7.50248034697698e-07,0.5,,,,,,49
PWY-5481,pyruvate fermentation to (<i>S</i>)-lactate,2,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000100040619080815,2.61681812674962e-07,0.00013172166206521,9.99900053803438e-08,1e-15,1,,,,,,49
PWY-5690,TCA cycle II (plants and fungi),29,9.99900009999e-05,9.99900009999e-05,1.71550588689007e-05,,0.0145295137796505,0.000114260457737146,0.016447282836634,8.86197580614926e-05,3.68604355982516e-06,1,,,,,,49
PWY-622,starch biosynthesis,22,9.99900009999e-05,9.99900009999e-05,7.38528442413844e-05,,0.0592884701386052,0.000345163731823113,0.203997507041272,0.000304974671186052,1.62587928960178e-05,1,,,,,,49
PWY-6360,flavonol glucosylation I,23,9.99900009999e-05,9.99900009999e-05,2.73502442915685e-10,,0.00522188465864414,6.95346497060448e-07,0.0102980175845766,3.92178409973857e-06,5.47055734045898e-11,1,,,,,,49
PWY-6443,"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",104,9.99900009999e-05,9.99900009999e-05,4.82947015711943e-15,,0.017833908357002,1e-15,0.110269618656933,3.63657198909564e-14,4.88498130835069e-14,1,,,,,,49
PWY-7346,UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose),3,9.99900009999e-05,9.99900009999e-05,5.5066192007347e-06,,0.00100143316885654,0.00369131069600404,0.0010014555095017,0.017582601497892,1.10415088550031e-06,0.01,,,,,,49
PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",18,9.99900009999e-05,9.99900009999e-05,6.12659595810028e-05,,0.0400905840530784,0.000375005216296903,0.0790495869396485,0.000272868833566295,1.32903091399905e-05,1,,,,,,49
PWY3O-4107,NAD salvage pathway V (PNC V cycle),11,9.99900009999e-05,9.99900009999e-05,6.77210809291173e-06,,0.0538043416427072,0.000228351938757822,0.153241167581402,1.4906378696869e-05,1.49962464779385e-06,1,,,,,,49
VALSYN-PWY,L-valine biosynthesis,6,9.99900009999e-05,9.99900009999e-05,7.12338338426655e-07,,0.0145197573177873,0.000211806830789321,0.0174942985202344,3.46932674157226e-05,1.43154388454469e-07,1,,,,,,49
PWY-5035,gibberellin biosynthesis III (early C-13 hydroxylation),10,0.0001999800019998,0.0001999800019998,0.000123660902705713,,0.0051114922238029,0.00753473454241935,0.0064352878716718,0.0358650258526419,2.50490344100296e-05,0.05,,,,,,49
PWY-6837,"fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",7,0.0001999800019998,0.0001999800019998,1.21412945713884e-06,,0.0111295466469748,0.000216412963667681,0.020789942146332,0.000368172488187754,2.4326743752745e-07,0.5,,,,,,49
PWY-7634,vernolate biosynthesis II,12,0.0001999800019998,0.0001999800019998,1.44947466712564e-05,,0.00131229003273021,0.000279855508486149,0.00132195835149607,0.000157607420758529,2.99835743711174e-06,1,,,,,,49
PWY-6710,poly-hydroxy fatty acids biosynthesis,12,0.0002999700029997,0.0002999700029997,1.44947466712564e-05,,0.00131229003273021,0.000279855508486149,0.00132195835149607,0.000157607420758529,2.99835743711174e-06,1,,,,,,49
GLUGLNSYN-PWY,L-glutamate biosynthesis IV,6,0.0003999600039996,0.0003999600039996,0.000242523120302429,,0.00663258587692914,0.00215271950313589,0.00690584460601529,0.00460873663185102,5.09176104317444e-05,0.5,,,,,,49
PWY-3781,aerobic respiration I (cytochrome c),297,0.0004999500049995,0.0004999500049995,3.84991797330869e-08,,0.14351416164844,1.93559068596285e-07,0.547167955607887,2.14196128825403e-08,1.28171729896209e-08,1,,,,,,49
PWY-6014,vernolate biosynthesis I,12,0.0005999400059994,0.0005999400059994,1.44947466712564e-05,,0.00131229003273021,0.000279855508486149,0.00132195835149607,0.000157607420758529,2.99835743711174e-06,1,,,,,,49
