pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
ALACAT2-PWY,L-alanine degradation II (to D-lactate),7,9.99900009999e-05,9.99900009999e-05,9.23050532120051e-08,,0.000105785238801551,0.000141162167000371,0.000105828199853275,0.010612011583791,1.84699033844993e-08,0.5,,,,,,37
ALANINE-DEG3-PWY,L-alanine degradation III,5,9.99900009999e-05,9.99900009999e-05,1.34615651958825e-11,,7.55431112685802e-05,1.59619896857853e-05,7.55927141926627e-05,0.00031758900725984,2.692290834716e-12,0.5,,,,,,37
ALANINE-SYN2-PWY,L-alanine biosynthesis II,5,9.99900009999e-05,9.99900009999e-05,1.34615651958825e-11,,7.55431112685802e-05,1.59619896857853e-05,7.55927141926627e-05,0.00031758900725984,2.692290834716e-12,0.5,,,,,,37
GLYSYN-ALA-PWY,glycine biosynthesis III,5,9.99900009999e-05,9.99900009999e-05,4.35972163925769e-09,,7.55553100602951e-05,5.83714463100945e-05,7.55927141926627e-05,0.000332853063943694,8.71979710659332e-10,1,,,,,,37
GLYSYN2-PWY,glycine biosynthesis,9,9.99900009999e-05,9.99900009999e-05,5.53294154936879e-09,,0.000135906565073173,2.40624855671005e-05,0.000136062771260104,0.000341592140389145,1.10666076302834e-09,0.5,,,,,,37
HOMOSERSYN-PWY,L-homoserine biosynthesis,6,9.99900009999e-05,9.99900009999e-05,5.20914813256779e-06,,0.0110706062617308,0.000428846139743725,0.0153976733766876,0.00026536092289327,1.04866391614777e-06,1,,,,,,37
PWY-181,photorespiration,20,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000273506687463813,2.63034543445646e-10,0.000302336572947981,1.56711787823171e-09,1e-15,1,,,,,,37
PWY-3781,aerobic respiration I (cytochrome c),297,9.99900009999e-05,9.99900009999e-05,7.39852623610204e-12,,0.0346399752609241,5.58296253317653e-12,0.118075356365497,2.6180321570927e-12,8.7163609663321e-12,1,,,,,,37
PWY-5125,anthocyanin biosynthesis,13,9.99900009999e-05,9.99900009999e-05,3.207881738021e-10,,0.000774702164492026,1.77481766571761e-05,0.00139101616013404,0.00147235582755612,6.41579012139459e-11,0.05,,,,,,37
PWY-6466,pyridoxal 5'-phosphate biosynthesis II,2,9.99900009999e-05,9.99900009999e-05,5.14912104573329e-05,,0.00296452898094953,0.00826033465268652,0.00295161876639005,0.0439217091914026,1.03859205725643e-05,0.01,,,,,,37
PWY-6546,brassinosteroids inactivation,23,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.00504488476768178,8.2529751340507e-10,0.0126357940902012,1.04681183119833e-08,1e-15,1,,,,,,37
PWY-6950,DIMBOA-glucoside biosynthesis,4,9.99900009999e-05,9.99900009999e-05,1.04841196835181e-09,,5.71437605109212e-05,0.00332803401095509,5.71187765013859e-05,0.408171922435816,2.09683936880367e-10,0.01,,,,,,37
PWY-8011,L-serine biosynthesis II,9,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.00129933317603312,4.64773417009431e-08,0.00138964098071581,4.76307942957047e-09,1e-15,1,,,,,,37
RIBOSYN2-PWY,flavin biosynthesis I (bacteria and plants),21,9.99900009999e-05,9.99900009999e-05,5.94536719045191e-06,,0.0131911682705456,9.12989155465892e-05,0.0178361681253647,0.000305428351697956,1.20972806794128e-06,1,,,,,,37
GLUTATHIONESYN-PWY,glutathione biosynthesis,4,0.0001999800019998,0.0001999800019998,2.49308281985439e-05,,0.00395578583004245,0.00120025350408899,0.00404465078555183,0.000949643594634199,5.04620495989094e-06,1,,,,,,37
PWY-4081,glutathione-peroxide redox reactions,10,0.0001999800019998,0.0001999800019998,1.58629662325716e-05,,0.00108622874689138,0.00329265878198946,0.00110954561922394,0.0521804443281504,3.19432692841293e-06,0.05,,,,,,37
PWY-6443,"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",104,0.0001999800019998,0.0001999800019998,7.74647013201957e-12,,0.0294072378522758,1.25960196936988e-11,0.0944599730848589,8.22529404634047e-11,1.80533366034297e-12,1,,,,,,37
PWY-6549,L-glutamine biosynthesis III,26,0.0001999800019998,0.0001999800019998,0.000118134463162944,,0.0183721845839893,0.000388091392892592,0.0219711288030797,0.000794864498898769,2.60484139243955e-05,1,,,,,,37
PWY-6814,chitin degradation III (carnivorous plants),43,0.0001999800019998,0.0001999800019998,2.21167528735577e-11,,0.0521720174426739,3.57873722035812e-08,0.375521510090235,3.55670367256719e-08,4.42446079773617e-12,1,,,,,,37
PWY-5027,phylloquinol biosynthesis,4,0.0002999700029997,0.0002999700029997,0.000160563338045705,,0.00640105853928151,0.00233820301553682,0.00664457912076943,0.00194155217105138,3.34549307841048e-05,1,,,,,,37
PWYQT-1,lysine degradation III,4,0.0002999700029997,0.0002999700029997,8.27103280754415e-05,,0.00843974764059113,0.00203598544869624,0.00966199357519781,0.00457611247969952,1.68009768869437e-05,0.5,,,,,,37
UDPNACETYLGALSYN-PWY,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II,10,0.0002999700029997,0.0002999700029997,0.000160262085967644,,0.000898182228490851,0.016568090997271,0.000894929391217714,0.14917169620101,3.46001318611844e-05,0.01,,,,,,37
PWY-5041,<i>S</i>-adenosyl-L-methionine cycle II,6,0.0003999600039996,0.0003999600039996,0.000137411143400268,,0.024550601319558,0.00171926329305026,0.0298498261304889,0.00479162180325408,2.81509547938041e-05,0.5,,,,,,37
PWY-5807,heptaprenyl diphosphate biosynthesis,5,0.0003999600039996,0.0003999600039996,0.000177277883000149,,0.0322625033725919,0.00200886606454675,0.0788532820072588,0.00102074081599952,3.74763003800904e-05,1,,,,,,37
PWY-6949,DIBOA-glucoside biosynthesis,39,0.0004999500049995,0.0004999500049995,4.4856649505931e-09,,0.03673410914353,8.20310838783117e-07,0.143776891027589,1.64296168355341e-07,9.03051744494121e-10,1,,,,,,37
PWY-46,putrescine biosynthesis III,6,0.0005999400059994,0.0005999400059994,4.40262023770899e-06,,0.0165944349707709,0.00041487544534892,0.022858790059058,0.000419684379378141,8.8433722922332e-07,0.5,,,,,,37
TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis,53,0.0006999300069993,0.0006999300069993,0.000147673308312446,,0.120898882322037,0.000808438642539786,0.332866890505882,3.687287283965e-05,0.000182093879679379,1,,,,,,37
PWYIO2-7,triacylglycerol biosynthesis (Chlamydomonas),53,0.0008999100089991,0.0008999100089991,0.000147599659547637,,0.120898882322037,0.000808438642539786,0.332866890505882,3.687287283965e-05,0.000181535403338762,1,,,,,,37
PWY0-166,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>),28,0.000999900009999,0.000999900009999,0.000404130205190423,,0.000502368043552084,0.0162159675715361,0.000503037954908914,0.0363894984398489,0.00012041260640494,0.01,,,,,,37
PWY-241,"C4 photosynthetic carbon assimilation cycle, NADP-ME type",18,0.0011998800119988,0.0011998800119988,0.000204545495023301,,0.0141321742418445,0.00103951281081697,0.015262695306197,0.00549965672986799,4.31695866263127e-05,0.5,,,,,,37
PWY-7184,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,42,0.0012998700129987,0.0012998700129987,0.000331152437869409,,0.000748083119309611,0.00618957188756999,0.000754462031712033,0.00683175730477767,8.24491055179122e-05,0.01,,,,,,37
PWY-5080,very long chain fatty acid biosynthesis I,65,0.0015998400159984,0.0015998400159984,4.17893822113324e-06,,0.0556214755595809,2.37605176616487e-05,0.182752238116398,0.000112267316362615,8.7301203466339e-07,0.5,,,,,,37
PWY-6733,sporopollenin precursors biosynthesis,62,0.0015998400159984,0.0015998400159984,7.32495265649003e-05,,0.0590978134806691,0.000156346233007575,0.205822066619591,0.000112064328022474,1.8896650404443e-05,1,,,,,,37
ASPARAGINESYN-PWY,L-asparagine biosynthesis II,4,0.0022997700229977,0.0022997700229977,0.00232982420502947,,0.036440126838141,0.00784128461914496,0.0534077553017925,0.0112321303763442,0.000530875651824525,0.5,,,,,,37
PWY0-1325,superpathway of L-asparagine biosynthesis,4,0.0027997200279972,0.0027997200279972,0.00233912104296957,,0.036440126838141,0.00784128461914496,0.0534077553017925,0.0112321303763442,0.00053329052022677,0.5,,,,,,37
MANNCAT-PWY,D-mannose degradation,3,0.0028997100289971,0.0028997100289971,0.00238169382715892,,0.0329806206417973,0.00840979341970237,0.044988945968502,0.00472170122316481,0.000582627199364749,1,,,,,,37
ASPARAGINE-BIOSYNTHESIS,L-asparagine biosynthesis I,4,0.002999700029997,0.002999700029997,0.00232540176711155,,0.036440126838141,0.00784128461914496,0.0534077553017925,0.0112321303763442,0.000529727858861184,0.5,,,,,,37
PWY-6607,guanosine nucleotides degradation I,9,0.0035996400359964,0.0035996400359964,0.0028589040936719,,0.0132972727135889,0.0051638426537594,0.0142806380239748,0.0102043882788898,0.000762114307417017,1,,,,,,37
LIPAS-PWY,triacylglycerol degradation,117,0.0040995900409959,0.0040995900409959,0.000118963054838606,,0.116988340744209,0.00017226787210867,0.374084002762904,9.18023020008985e-05,3.94905760519038e-05,1,,,,,,37
PWY-6606,guanosine nucleotides degradation II,13,0.0040995900409959,0.0040995900409959,0.00127325918572363,,0.0172130613113901,0.00262684107536859,0.0205619530342385,0.00377635956622878,0.00031497689003368,1,,,,,,37
PWY-7204,pyridoxal 5'-phosphate salvage II (plants),12,0.0042995700429957,0.0042995700429957,0.00343468642010636,,0.0171692039895864,0.00521614624502684,0.0189953867673673,0.0051838060438199,0.00104131081372949,1,,,,,,37
PWY-5945,"violaxanthin, antheraxanthin and zeaxanthin interconversion",7,0.0045995400459954,0.0045995400459954,0.00284725871136399,,0.0289481044416549,0.00613800617401836,0.0542160758762939,0.0116882827570003,0.000687333068507434,0.5,,,,,,37
PWY-861,dhurrin biosynthesis,25,0.0050994900509949,0.0050994900509949,0.000120147989348229,,0.0660598592491354,0.000409039530465367,0.273088810724495,0.00049983675684954,2.69162300732262e-05,1,,,,,,37
PWY-4302,aerobic respiration III (alternative oxidase pathway),62,0.0052994700529947,0.0052994700529947,0.000505398580473604,,0.169100035255793,0.00137996685198956,0.685884686945083,0.00014466383524759,0.000443916344415318,1,,,,,,37
BSUBPOLYAMSYN-PWY,spermidine biosynthesis I,7,0.0060993900609939,0.0060993900609939,0.00530062949758847,,0.00812743106867758,0.0218350592053447,0.00817382082959073,0.0367866282127374,0.00159978174557684,0.01,,,,,,37
PWY-82,UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose),3,0.0062993700629937,0.0062993700629937,0.00318344559335387,,0.0162286442836088,0.00963726221590973,0.0169982663400836,0.00709296608144363,0.000829502169898522,1,,,,,,37
PWY-7436,vitamin E biosynthesis (tocotrienols),9,0.0072992700729927,0.0072992700729927,0.00351822007319003,,0.0375417830291668,0.005687259017056,0.070383947131859,0.011093661069859,0.00089709315712061,0.5,,,,,,37
POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,9,0.0074992500749925,0.0074992500749925,0.00116806771615036,,0.0253302502793115,0.00359754664584963,0.0340914854921128,0.00979332381615638,0.00026096672574405,0.5,,,,,,37
ARGSPECAT-PWY,spermine biosynthesis,7,0.0077992200779922,0.0077992200779922,0.00547381458229379,,0.00818381101341529,0.0435568700632187,0.00817382082959073,0.0887903431677698,0.00157457848111997,0.01,,,,,,37
PWY-7185,UTP and CTP dephosphorylation I,26,0.007999200079992,0.007999200079992,0.00166845175142394,,0.0237965299297856,0.00272880664785042,0.0407011121558948,0.000947928676575214,0.000662688350172469,1,,,,,,37
PWY-4041,&gamma;-glutamyl cycle,3,0.0083991600839916,0.0083991600839916,0.00683612389666483,,0.0372496300644438,0.0126373371002978,0.0721221327911756,0.0110726318625801,0.00191722714663822,1,,,,,,37
PWY-6596,adenosine nucleotides degradation I,19,0.0088991100889911,0.0088991100889911,0.00422603094650836,,0.0246457051436061,0.0048014539649527,0.0299089555902492,0.00847015860974332,0.0012772051771659,1,,,,,,37
PWY-401,galactolipid biosynthesis I,8,0.0098990100989901,0.0098990100989901,0.00699308834935292,,0.0162649076662084,0.0106949530681214,0.0169347863161657,0.0257722763779835,0.0021632029443881,0.5,,,,,,37
PWY-5481,pyruvate fermentation to (<i>S</i>)-lactate,2,0.0101989801019898,0.0101989801019898,0.0033688681101629,,0.0339952000871692,0.00996676143302475,0.050117804839,0.00562158758805898,0.000864404557087251,1,,,,,,37
PWY-5138,"unsaturated, even numbered fatty acid &beta;-oxidation",12,0.0108989101089891,0.0108989101089891,0.0036137477215244,,0.0947215746711256,0.00577637497452671,0.303345586212735,0.00259780022768944,0.00122995015692295,1,,,,,,37
PANTO-PWY,phosphopantothenate biosynthesis I,6,0.0110988901109889,0.0110988901109889,0.00130582036768256,,0.0328634129963863,0.00418925306590862,0.073641101057248,0.00515889459294037,0.000298256588567081,1,,,,,,37
PWY-5097,L-lysine biosynthesis VI,15,0.0111988801119888,0.0111988801119888,0.00737663354450507,,0.0330819440382178,0.00884710348270323,0.0380507858152941,0.00536426413024572,0.00310532997323276,1,,,,,,37
PWY0-1264,biotin-carboxyl carrier protein assembly,5,0.0114988501149885,0.0114988501149885,0.0107128514103408,,0.0318028650815877,0.0143680162622596,0.0374529613290675,0.0205868986388316,0.0034412769531964,1,,,,,,37
CALVIN-PWY,Calvin-Benson-Bassham cycle,38,0.0115988401159884,0.0115988401159884,0.00540120557340634,,0.0965738696138423,0.00440828319923631,0.238739237006817,0.00766467916864663,0.0018019493299265,1,,,,,,37
LIPASYN-PWY,phospholipases,106,0.0121987801219878,0.0121987801219878,0.00124017338161525,,0.108708358533326,0.00103297361705079,0.198935908843267,0.00184560940319932,0.000398630897070151,1,,,,,,37
PWY-5188,tetrapyrrole biosynthesis I (from glutamate),7,0.0132986701329867,0.0132986701329867,0.00585420671407228,,0.0834586130291707,0.0102301301663639,0.155970921422977,0.00322138212058444,0.00233497549861761,1,,,,,,37
PWY-6665,pterostilbene biosynthesis,27,0.0144985501449855,0.0144985501449855,0.000535088060721278,,0.127574287308926,0.00200848559138966,0.403529290289164,0.000156051424166438,0.000411551809927468,1,,,,,,37
PWY-5441,S-methyl-L-methionine cycle,5,0.0146985301469853,0.0146985301469853,0.00837619050160554,,0.035680650145439,0.0125740591826238,0.0686861670927451,0.0102390770602149,0.00264942083596254,1,,,,,,37
PWY-1042,glycolysis IV (plant cytosol),60,0.0161983801619838,0.0161983801619838,0.00630362177792293,,0.0268991571260534,0.00498986304569136,0.0353498591465251,0.00596006261579866,0.00278019586502154,1,,,,,,37
PWY-6115,"avenacin biosynthesis, initial reactions",12,0.0161983801619838,0.0161983801619838,0.00369838118390892,,0.00757678948511637,0.00910730824088217,0.00777050730098305,0.0654229342582821,0.00103474585588037,0.5,,,,,,37
PWY-6786,detoxification of reactive carbonyls in chloroplasts,12,0.016998300169983,0.016998300169983,0.00439475838915515,,0.0793091268261264,0.00578706793822343,0.188873490369864,0.00677744095984328,0.00124946935066284,1,,,,,,37
GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),61,0.0178982101789821,0.0178982101789821,0.00682919106329311,,0.0276500454006567,0.00514447359603561,0.0359283116034879,0.00767815867898631,0.00290970500638732,1,,,,,,37
PWY-2681,<i>trans</i>-zeatin biosynthesis,21,0.0188981101889811,0.0188981101889811,0.0123199678216914,,0.06337504144993,0.0179386441173932,0.0806053689808953,0.00424748876490243,0.0115121453820557,1,,,,,,37
PWY-5453,methylglyoxal degradation III,9,0.018998100189981,0.018998100189981,0.00418754465851295,,0.0665183287406518,0.00720033508364601,0.14529460242832,0.0157178522819645,0.00103059749776946,0.5,,,,,,37
PWY-5723,Rubisco shunt,38,0.0193980601939806,0.0193980601939806,0.0109953606782813,,0.0719015598442712,0.00831374877203153,0.107177189818721,0.0214045179919287,0.00377331183927898,0.5,,,,,,37
PWY-5687,pyrimidine ribonucleotides interconversion,33,0.0198980101989801,0.0198980101989801,0.00742088187560663,,0.0651666606474188,0.0149831041892693,0.0820818436013937,0.00206606740882364,0.0104223633577776,1,,,,,,37
PWY-882,L-ascorbate biosynthesis I (L-galactose pathway),24,0.0204979502049795,0.0204979502049795,0.0113171872622332,,0.12920979971595,0.011457496109567,0.308061990711654,0.00568610506555917,0.00591448120451976,1,,,,,,37
SUCSYN-PWY,sucrose biosynthesis I (from photosynthesis),33,0.020997900209979,0.020997900209979,0.00845423175634852,,0.0195001727076281,0.011499338828746,0.0212277646673587,0.00379283815100768,0.00701842492070026,1,,,,,,37
PWY-2161,folate polyglutamylation,7,0.0220977902209779,0.0220977902209779,0.0211610923877696,,0.0867625062606578,0.0238485418882267,0.120977126043766,0.00952692273391663,0.0142671025592253,1,,,,,,37
PWY-7346,UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose),3,0.0222977702229777,0.0222977702229777,0.0227433327108323,,0.04118333826852,0.0184031963618403,0.0483249689277344,0.0108847170790794,0.034733337210994,1,,,,,,37
PWY-702,L-methionine biosynthesis II (plants),4,0.0230976902309769,0.0230976902309769,0.0191409458964913,,0.0196637981990405,0.0257663680194688,0.0200002221786417,0.10853811831262,0.00887850002092872,0.5,,,,,,37
PWY-5068,chlorophyll cycle,7,0.0236976302369763,0.0236976302369763,0.0168810065684691,,0.049585626863594,0.0188138570789814,0.058759964456749,0.038138380547575,0.00555808984192097,0.5,,,,,,37
PWY-6803,phosphatidylcholine acyl editing,99,0.0237976202379762,0.0237976202379762,0.00377879245656432,,0.0883086742097389,0.00268708745400232,0.187115467231651,0.00677107238942275,0.00126973811753273,0.5,,,,,,37
PWY-282,cuticular wax biosynthesis,11,0.0240975902409759,0.0240975902409759,0.0139811297553761,,0.0875077055377301,0.0182941203788885,0.14735979540211,0.00574549507002146,0.00897994246273304,1,,,,,,37
PWY-3881,mannitol biosynthesis,11,0.0247975202479752,0.0247975202479752,0.0133865106287512,,0.0592783379643749,0.0133756057348851,0.113397079327703,0.0117677712374462,0.00530411001439479,1,,,,,,37
PWY-6348,phosphate acquisition,33,0.0256974302569743,0.0256974302569743,0.00253404202350804,,0.085855773489102,0.00299042126904194,0.139048331698407,0.00198554676604906,0.000895273391811724,1,,,,,,37
