pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
PWY-5337,stachyose biosynthesis,11,9.99900009999e-05,9.99900009999e-05,2.3310916108521e-07,,0.000124251433060371,0.000184346630266343,0.000124600942443043,0.00696441954328405,4.66689205058657e-08,0.05,,,,,,55
PWY-6773,"1,3-&beta;-D-glucan biosynthesis",14,9.99900009999e-05,9.99900009999e-05,2.30737497275424e-07,,0.0183269436572714,3.56335086664709e-05,0.028525142645506,1.9376073389468e-05,4.63179895549004e-08,1,,,,,,55
PWY-7029,terminal olefins biosynthesis II,2,9.99900009999e-05,9.99900009999e-05,2.95001133338024e-06,,0.011316402690805,0.00138560719009376,0.0173835888459899,0.00069763517459582,5.90804308697734e-07,1,,,,,,55
LIPASYN-PWY,phospholipases,106,0.0002999700029997,0.0002999700029997,6.94248794985697e-06,,0.0204451069230575,1.88810989782551e-05,0.0549618964791204,1.40958929842552e-05,1.67720403509986e-06,1,,,,,,55
METHIONINE-DEG1-PWY,L-methionine degradation I (to L-homocysteine),4,0.0002999700029997,0.0002999700029997,6.78459775452778e-05,,0.0138344339130481,0.00170694567272235,0.0157244186969459,0.00078416107995899,1.39471040370154e-05,1,,,,,,55
PWY-2161,folate polyglutamylation,7,0.0003999600039996,0.0003999600039996,0.000168410733732971,,0.0505670889823372,0.00152192636796573,0.132159667836436,0.000287228536352006,3.91788484913613e-05,1,,,,,,55
PWY-6363,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation",7,0.0004999500049995,0.0004999500049995,7.84303546473852e-05,,0.0140540326622629,0.00105060385414966,0.0168982255818084,0.000670912103860402,1.6345675704188e-05,1,,,,,,55
PWY-7039,"phosphatidate metabolism, as a signaling molecule",39,0.0006999300069993,0.0006999300069993,0.000153940190898205,,0.00110973570217855,0.000794527123243615,0.00114319382953276,0.00130838382534801,3.48658149371683e-05,0.01,,,,,,55
PWY-5912,2'-deoxymugineic acid phytosiderophore biosynthesis,29,0.0012998700129987,0.0012998700129987,2.99759962080204e-06,,0.0637191392959628,4.56995789727649e-05,0.298728600509354,4.36285750245456e-06,7.05769159559111e-07,1,,,,,,55
PWY-5041,<i>S</i>-adenosyl-L-methionine cycle II,6,0.0014998500149985,0.0014998500149985,0.000935413209640357,,0.0204744274914168,0.00371174446409711,0.0234936620987859,0.00168547045451904,0.000227725496904085,1,,,,,,55
PWY-6348,phosphate acquisition,33,0.0022997700229977,0.0022997700229977,6.31787413640783e-06,,0.0155529077581535,5.47590597276822e-05,0.0273692887053898,0.000284532704080567,1.29949719562816e-06,1,,,,,,55
PWY-6673,caffeoylglucarate biosynthesis,5,0.0026997300269973,0.0026997300269973,1.33880558860211e-05,,0.000707187333311599,0.00987214810615992,0.000706350343054218,0.0880023850440964,2.69887243364853e-06,0.01,,,,,,55
PWY-3881,mannitol biosynthesis,11,0.0027997200279972,0.0027997200279972,0.00106497316374338,,0.0384772041293695,0.00281993921087198,0.0545740501044269,0.00110050834794648,0.000295189423967557,1,,,,,,55
PWY-6466,pyridoxal 5'-phosphate biosynthesis II,2,0.0027997200279972,0.0027997200279972,0.00233823929344934,,0.0316337029191472,0.00942596983183803,0.043785908956,0.00537353694006886,0.000558040615867395,1,,,,,,55
LIPAS-PWY,triacylglycerol degradation,117,0.0031996800319968,0.0031996800319968,0.000168186714776641,,0.0527642554809235,0.000442793366342992,0.0981587962940297,4.94659653746493e-05,0.000138390820073608,1,,,,,,55
PWY-6554,"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",8,0.0032996700329967,0.0032996700329967,0.00219187755573758,,0.0872445784957929,0.00605567635079682,0.204146305494667,0.00100118737426497,0.000907597588115316,1,,,,,,55
PWY-5070,"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)",6,0.0036996300369963,0.0036996300369963,0.00262028200612541,,0.0267430118278048,0.00608619615968378,0.0406692026917775,0.0105326780459419,0.000630041617483368,0.5,,,,,,55
PWY-181,photorespiration,20,0.0040995900409959,0.0040995900409959,6.37092636781023e-05,,0.10762526704001,0.000781359482254713,0.333018482865691,1.64593386672391e-05,6.08451328398818e-05,1,,,,,,55
PWY-2681,<i>trans</i>-zeatin biosynthesis,21,0.0040995900409959,0.0040995900409959,0.00279751694135927,,0.106779855156867,0.00367470748151116,0.310140015763019,0.00248937559822505,0.000907198372950835,1,,,,,,55
PWY-882,L-ascorbate biosynthesis I (L-galactose pathway),24,0.0046995300469953,0.0046995300469953,0.00257449770453355,,0.0660710360180451,0.00512027494935189,0.0989754484234366,0.000874622881821129,0.0017278183931998,1,,,,,,55
PWY-4661,1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>),9,0.004999500049995,0.004999500049995,0.00245927015964736,,0.0959605005293843,0.00672938569691337,0.226540832604353,0.000906898783982098,0.00130190397186214,1,,,,,,55
GLYSYN2-PWY,glycine biosynthesis,9,0.0051994800519948,0.0051994800519948,0.00105264775906672,,0.0786106709114463,0.00384609197937402,0.166604387638111,0.000473967862290485,0.000423339860333716,1,,,,,,55
PWY-3742,tetrahydrofolate biosynthesis II,20,0.0058994100589941,0.0058994100589941,0.00342112480280499,,0.130230038860849,0.0047741085831298,0.341999240669615,0.00194609029725287,0.00137133373018716,1,,,,,,55
PWY-7897,flavonoid di-C-glucosylation,37,0.0068993100689931,0.0068993100689931,1.73468341508332e-05,,0.0613759738731567,8.93862732631908e-05,0.218010924109354,9.02671200473026e-05,3.7600845692598e-06,1,,,,,,55
RIBOSYN2-PWY,flavin biosynthesis I (bacteria and plants),21,0.006999300069993,0.006999300069993,0.00394848070501747,,0.0633782405903427,0.00432666633926963,0.16729664892661,0.00456147252527504,0.00125795632107328,1,,,,,,55
PWYDQC-4,indole-3-acetate biosynthesis I,15,0.0071992800719928,0.0071992800719928,0.0022184704298655,,0.00297078168440684,0.0667910838160264,0.00297007547415229,0.128060430798303,0.000641703467830768,0.01,,,,,,55
PWY-6949,DIBOA-glucoside biosynthesis,39,0.0098990100989901,0.0098990100989901,3.40852372212042e-05,,0.00841722428923887,0.000130047481380958,0.00954581605165317,0.00012377879821759,7.65115960044138e-06,1,,,,,,55
PWY1F-FLAVSYN,flavonoid biosynthesis,52,0.0114988501149885,0.0114988501149885,8.4292814881648e-05,,0.0790597929355574,0.000185012576199649,0.292211231081079,0.000289229580948762,1.98256341654712e-05,1,,,,,,55
PWY-6803,phosphatidylcholine acyl editing,99,0.0117988201179882,0.0117988201179882,0.000900057417981992,,0.02415689012027,0.000872564311544496,0.051427367013254,0.000877573227911826,0.000311618919207946,1,,,,,,55
PWY-5097,L-lysine biosynthesis VI,15,0.0118988101189881,0.0118988101189881,0.00630724400662308,,0.0665018292451082,0.00659831726323131,0.157545778387379,0.00919656500836695,0.00195401912135551,1,,,,,,55
PWY-7219,adenosine ribonucleotides <i>de novo</i> biosynthesis,14,0.0118988101189881,0.0118988101189881,0.00596614294350195,,0.116183501055564,0.00928576383142242,0.279303921196372,0.00244587953424815,0.00321917215548306,1,,,,,,55
