Zm00001eb000010	1	9617	65204	2	2	3107	-1.1952	0.88399
Zm00001eb000020	1	16214	71762	2	2	3107	-1.1952	0.88399
Zm00001eb000060	1	163559	214581	1	1	3107	-0.31625	0.62409
Zm00001eb000070	1	165192	223832	1	1	3107	-0.31625	0.62409
Zm00001eb000080	1	175262	228393	1	1	3107	-0.31625	0.62409
Zm00001eb000100	1	181619	234723	1	1	3107	-0.31625	0.62409
Zm00001eb000110	1	221422	272242	4	3	3107	0.0037918	0.49849
Zm00001eb000120	1	290219	340846	6	5	3107	0.12716	0.44941
Zm00001eb000140	1	300307	351897	6	5	3107	0.12716	0.44941
Zm00001eb000150	1	303087	353525	6	5	3107	0.12716	0.44941
Zm00001eb000170	1	525834	589766	2	2	3107	-1.4408	0.92517
Zm00001eb000180	1	526078	577061	2	2	3107	-1.4408	0.92517
Zm00001eb000190	1	654957	733016	10	5	3107	-0.45244	0.67452
Zm00001eb000200	1	654957	705801	10	5	3107	-0.45244	0.67452
Zm00001eb000210	1	978108	1039318	9	8	3107	0.24411	0.40357
Zm00001eb000220	1	993151	1045839	9	8	3107	0.24411	0.40357
Zm00001eb000230	1	997421	1051593	9	8	3107	0.24411	0.40357
Zm00001eb000240	1	1000166	1053066	9	8	3107	0.24411	0.40357
Zm00001eb000250	1	1010114	1060395	13	8	3107	0.1937	0.42321
Zm00001eb000270	1	1035487	1088436	6	2	3107	-0.13689	0.55444
Zm00001eb000290	1	1161473	1215677	2	2	3107	-1.0649	0.85654
Zm00001eb000300	1	1173867	1225495	5	4	3107	-2.2647	0.98824
Zm00001eb000310	1	1176797	1235068	7	6	3107	-2.3105	0.98957
Zm00001eb000320	1	1192679	1247212	7	6	3107	-2.3105	0.98957
Zm00001eb000330	1	1197255	1252093	7	6	3107	-2.3105	0.98957
Zm00001eb000340	1	1458183	1548873	4	3	3107	0.11634	0.45369
Zm00001eb000370	1	1576134	1627423	2	2	3107	-0.07759	0.53092
Zm00001eb000380	1	1681577	1732999	11	7	3107	-0.27533	0.60847
Zm00001eb000390	1	1782198	1834676	28	14	3107	1.3842	0.083155
Zm00001eb000400	1	1799727	1851249	29	15	3107	1.5066	0.065955
Zm00001eb000410	1	1800973	1852696	29	15	3107	1.5066	0.065955
Zm00001eb000420	1	1807425	1859566	29	15	3107	1.5066	0.065955
Zm00001eb000430	1	1904337	1955143	11	8	3107	0.45725	0.32375
Zm00001eb000440	1	1904358	1955319	11	8	3107	0.45725	0.32375
Zm00001eb000450	1	1907708	1958552	11	8	3107	0.45725	0.32375
Zm00001eb000460	1	1984997	2037200	25	14	3107	0.85026	0.19759
Zm00001eb000470	1	1985318	2037354	25	14	3107	0.85026	0.19759
Zm00001eb000480	1	1992706	2049879	25	14	3107	0.85026	0.19759
Zm00001eb000490	1	2070539	2122445	9	6	3107	0.42494	0.33544
Zm00001eb000500	1	2074970	2129244	9	6	3107	0.42494	0.33544
Zm00001eb000510	1	2119815	2172163	19	14	3107	0.57931	0.28119
Zm00001eb000520	1	2122897	2186903	19	14	3107	0.57931	0.28119
Zm00001eb000530	1	2143336	2193653	19	14	3107	0.57931	0.28119
Zm00001eb000540	1	2199430	2257174	5	4	3107	1.626	0.051979
Zm00001eb000550	1	2250575	2305181	2	2	3107	-0.06742	0.52688
Zm00001eb000560	1	2256696	2311130	2	2	3107	-0.06742	0.52688
Zm00001eb000570	1	2263852	2318806	2	2	3107	-0.06742	0.52688
Zm00001eb000580	1	2351907	2403815	29	16	3107	-1.6835	0.95386
Zm00001eb000590	1	2489265	2547242	8	6	3107	1.2168	0.11184
Zm00001eb000600	1	2528424	2581496	37	23	3107	-0.27273	0.60747
Zm00001eb000620	1	2595295	2651950	26	15	3107	-0.07797	0.53107
Zm00001eb000630	1	2616853	2669732	25	13	3107	0.002174	0.49913
Zm00001eb000640	1	2712442	2765118	7	4	3107	1.1276	0.12975
Zm00001eb000650	1	2740072	2796704	66	33	3107	1.1886	0.1173
Zm00001eb000660	1	2747158	2798573	66	33	3107	1.1886	0.1173
Zm00001eb000670	1	2775774	2828236	77	42	3107	0.43594	0.33144
Zm00001eb000680	1	2778474	2829769	77	42	3107	0.43594	0.33144
Zm00001eb000690	1	2785082	2842677	77	42	3107	0.43594	0.33144
Zm00001eb000700	1	2792998	2845996	77	42	3107	0.43594	0.33144
Zm00001eb000710	1	2835721	2894355	85	49	3107	-0.31275	0.62276
Zm00001eb000720	1	2844576	2899482	85	49	3107	-0.31275	0.62276
Zm00001eb000740	1	2849505	2908698	85	49	3107	-0.31275	0.62276
Zm00001eb000750	1	2850398	2905118	85	49	3107	-0.31275	0.62276
Zm00001eb000760	1	2860880	2913772	80	45	3107	-0.35176	0.63749
Zm00001eb000770	1	2900178	2951144	27	12	3107	1.894	0.02911
