gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GWAS_GBS_landraces_N,MF,237,165,GO:0004363,glutathione synthase activity,2/165,5/27694,3.486998517441209e-4,0.06877201812503016,0.056852997439884055,Zm00001eb115470/Zm00001eb115490,2
GWAS_GBS_landraces_N,MF,237,165,GO:0009978,allene oxide synthase activity,2/165,6/27694,5.210001373108346e-4,0.06877201812503016,0.056852997439884055,Zm00001eb058640/Zm00001eb058670,2
GWAS_GBS_landraces_N,BP,237,165,GO:0032456,endocytic recycling,2/165,6/27694,5.210001373108346e-4,0.06877201812503016,0.056852997439884055,Zm00001eb022740/Zm00001eb393130,2
GWAS_GBS_landraces_N,BP,237,165,GO:0006750,glutathione biosynthetic process,2/165,7/27694,7.265432762977095e-4,0.06990938279466057,0.05779324308649505,Zm00001eb115470/Zm00001eb115490,2
GWAS_GBS_landraces_N,BP,237,165,GO:0009800,cinnamic acid biosynthetic process,2/165,9/27694,0.0012357719180874343,0.06990938279466057,0.05779324308649505,Zm00001eb247630/Zm00001eb247650,2
GWAS_GBS_landraces_N,BP,237,165,GO:0010044,response to aluminum ion,2/165,9/27694,0.0012357719180874343,0.06990938279466057,0.05779324308649505,Zm00001eb231210/Zm00001eb244720,2
GWAS_GBS_landraces_N,MF,237,165,GO:0045548,phenylalanine ammonia-lyase activity,2/165,9/27694,0.0012357719180874343,0.06990938279466057,0.05779324308649505,Zm00001eb247630/Zm00001eb247650,2
GWAS_GBS_landraces_N,MF,237,165,GO:0016841,ammonia-lyase activity,2/165,14/27694,0.003063199709555371,0.13941850953010934,0.11525559931914942,Zm00001eb247630/Zm00001eb247650,2
GWAS_GBS_landraces_N,BP,237,165,GO:0051726,regulation of cell cycle,3/165,51/27694,0.0035067539421308174,0.13941850953010934,0.11525559931914942,Zm00001eb100880/Zm00001eb118100/Zm00001eb225020,3
GWAS_GBS_landraces_N,MF,237,165,GO:0004860,protein kinase inhibitor activity,2/165,15/27694,0.0035206694325785187,0.13941850953010934,0.11525559931914942,Zm00001eb022750/Zm00001eb100880,2
GWAS_GBS_landraces_N,BP,237,165,GO:0006559,L-phenylalanine catabolic process,2/165,18/27694,0.005070354319006292,0.16732169252720763,0.13832282396587342,Zm00001eb247630/Zm00001eb247650,2
GWAS_GBS_landraces_N,MF,237,165,GO:0043295,glutathione binding,2/165,18/27694,0.005070354319006292,0.16732169252720763,0.13832282396587342,Zm00001eb115490/Zm00001eb152160,2
GWAS_GBS_landraces_N,MF,237,165,GO:0016874,ligase activity,7/165,356/27694,0.00563461029680664,0.17144569235129561,0.14173208485181538,Zm00001eb008700/Zm00001eb115440/Zm00001eb115470/Zm00001eb115490/Zm00001eb398230/Zm00001eb421680/Zm00001eb421690,7
GWAS_GBS_landraces_N,BP,237,165,GO:0000724,double-strand break repair via homologous recombination,3/165,64/27694,0.00663166013249368,0.17144569235129561,0.14173208485181538,Zm00001eb193190/Zm00001eb351640/Zm00001eb425250,3
