gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GWAS_Asn_Goodman,MF,754,538,GO:0047372,monoacylglycerol lipase activity,5/538,17/27694,1.3852348797278223e-5,0.008087568679497507,0.007897337223116769,Zm00001eb019170/Zm00001eb038250/Zm00001eb038270/Zm00001eb038280/Zm00001eb038290,5
GWAS_Asn_Goodman,BP,754,538,GO:0046148,pigment biosynthetic process,5/538,18/27694,1.8874139275373412e-5,0.008087568679497507,0.007897337223116769,Zm00001eb014350/Zm00001eb014370/Zm00001eb014390/Zm00001eb014420/Zm00001eb014430,5
GWAS_Asn_Goodman,MF,754,538,GO:0016298,lipase activity,6/538,46/27694,2.5319714318635826e-4,0.07232998390356968,0.07062867678356309,Zm00001eb019170/Zm00001eb025780/Zm00001eb038250/Zm00001eb038270/Zm00001eb038280/Zm00001eb038290,6
GWAS_Asn_Goodman,MF,754,538,GO:0004620,phospholipase activity,5/538,33/27694,4.1111427245758554e-4,0.0880812328740377,0.086009433316784345,Zm00001eb019170/Zm00001eb038250/Zm00001eb038270/Zm00001eb038280/Zm00001eb038290,5
GWAS_Asn_Goodman,MF,754,538,GO:0046577,long-chain-alcohol oxidase activity,2/538,3/27694,0.0011155308413642643,0.1912019862098349,0.18670463555465056,Zm00001eb045960/Zm00001eb045990,2
GWAS_Asn_Goodman,BP,754,538,GO:0009830,cell wall modification involved in abscission,2/538,4/27694,0.0022023186728989926,0.258765408182271,0.2526788669224411,Zm00001eb061770/Zm00001eb061780,2
GWAS_Asn_Goodman,BP,754,538,GO:0006271,DNA strand elongation involved in DNA replication,3/538,16/27694,0.003381202846290176,0.258765408182271,0.2526788669224411,Zm00001eb002150/Zm00001eb002170/Zm00001eb028400,3
GWAS_Asn_Goodman,MF,754,538,GO:0004813,alanine-tRNA ligase activity,2/538,5/27694,0.003623319601151986,0.258765408182271,0.2526788669224411,Zm00001eb033310/Zm00001eb033320,2
GWAS_Asn_Goodman,BP,754,538,GO:0006419,alanyl-tRNA aminoacylation,2/538,5/27694,0.003623319601151986,0.258765408182271,0.2526788669224411,Zm00001eb033310/Zm00001eb033320,2
GWAS_Asn_Goodman,BP,754,538,GO:0010047,fruit dehiscence,2/538,5/27694,0.003623319601151986,0.258765408182271,0.2526788669224411,Zm00001eb061770/Zm00001eb061780,2
GWAS_Asn_Goodman,MF,754,538,GO:0015203,polyamine transmembrane transporter activity,2/538,5/27694,0.003623319601151986,0.258765408182271,0.2526788669224411,Zm00001eb018250/Zm00001eb018270,2
