gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GWAS_PHG_landraces_N,MF,575,423,GO:0008289,lipid binding,9/423,148/27694,4.7061518581668346e-4,0.19425002114532502,0.18259586133218772,Zm00001eb063690/Zm00001eb068630/Zm00001eb110300/Zm00001eb198770/Zm00001eb298460/Zm00001eb322140/Zm00001eb366530/Zm00001eb401230/Zm00001eb429740,9
GWAS_PHG_landraces_N,BP,575,423,GO:0072344,rescue of stalled ribosome,3/423,11/27694,5.329218687114541e-4,0.19425002114532502,0.18259586133218772,Zm00001eb093280/Zm00001eb401260/Zm00001eb401270,3
GWAS_PHG_landraces_N,MF,575,423,GO:0004363,glutathione synthase activity,2/423,5/27694,0.00225757072750464,0.38573426514012266,0.3625918801620387,Zm00001eb115470/Zm00001eb115490,2
GWAS_PHG_landraces_N,CC,575,423,GO:0000325,plant-type vacuole,2/423,6/27694,0.0033521636559365148,0.38573426514012266,0.3625918801620387,Zm00001eb063700/Zm00001eb206930,2
GWAS_PHG_landraces_N,MF,575,423,GO:0016656,monodehydroascorbate reductase (NADH) activity,2/423,6/27694,0.0033521636559365148,0.38573426514012266,0.3625918801620387,Zm00001eb252200/Zm00001eb252210,2
GWAS_PHG_landraces_N,BP,575,423,GO:0006750,glutathione biosynthetic process,2/423,7/27694,0.004645703039621228,0.38573426514012266,0.3625918801620387,Zm00001eb115470/Zm00001eb115490,2
GWAS_PHG_landraces_N,MF,575,423,GO:0000287,magnesium ion binding,8/423,172/27694,0.005096342497492396,0.38573426514012266,0.3625918801620387,Zm00001eb015520/Zm00001eb015530/Zm00001eb115490/Zm00001eb296460/Zm00001eb298110/Zm00001eb298120/Zm00001eb417940/Zm00001eb434270,8
GWAS_PHG_landraces_N,BP,575,423,GO:0006869,lipid transport,5/423,74/27694,0.0055199370489117565,0.38573426514012266,0.3625918801620387,Zm00001eb063690/Zm00001eb068630/Zm00001eb110300/Zm00001eb198770/Zm00001eb401230,5
GWAS_PHG_landraces_N,CC,575,423,GO:0005871,kinesin complex,3/423,26/27694,0.0070871394160764364,0.38573426514012266,0.3625918801620387,Zm00001eb082570/Zm00001eb191700/Zm00001eb433100,3
GWAS_PHG_landraces_N,MF,575,423,GO:0004021,L-alanine:2-oxoglutarate aminotransferase activity,2/423,9/27694,0.00780455089035386,0.38573426514012266,0.3625918801620387,Zm00001eb109370/Zm00001eb298440,2
GWAS_PHG_landraces_N,BP,575,423,GO:0034204,lipid translocation,2/423,10/27694,0.009657684690421513,0.38573426514012266,0.3625918801620387,Zm00001eb015520/Zm00001eb015530,2
GWAS_PHG_landraces_N,BP,575,423,GO:0042853,L-alanine catabolic process,2/423,10/27694,0.009657684690421513,0.38573426514012266,0.3625918801620387,Zm00001eb109370/Zm00001eb298440,2
GWAS_PHG_landraces_N,MF,575,423,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,10/423,277/27694,0.010629058077586705,0.38573426514012266,0.3625918801620387,Zm00001eb001720/Zm00001eb034940/Zm00001eb037600/Zm00001eb055540/Zm00001eb060670/Zm00001eb101190/Zm00001eb181510/Zm00001eb296470/Zm00001eb316260/Zm00001eb399800,10
GWAS_PHG_landraces_N,BP,575,423,GO:0045037,protein import into chloroplast stroma,3/423,31/27694,0.011584058257499917,0.38573426514012266,0.3625918801620387,Zm00001eb063660/Zm00001eb107180/Zm00001eb358380,3
GWAS_PHG_landraces_N,CC,575,423,GO:0030658,transport vesicle membrane,2/423,11/27694,0.011685409761912645,0.38573426514012266,0.3625918801620387,Zm00001eb292060/Zm00001eb352800,2
GWAS_PHG_landraces_N,CC,575,423,GO:0055038,recycling endosome membrane,2/423,11/27694,0.011685409761912645,0.38573426514012266,0.3625918801620387,Zm00001eb292060/Zm00001eb352800,2
