gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GWAS_PHG_landraces_N,CC,109,83,GO:0016592,mediator complex,3/83,56/27694,6.41630210550358e-4,0.08086138380589712,0.055637614531400335,Zm00001eb095270/Zm00001eb095280/Zm00001eb379470,3
GWAS_PHG_landraces_N,BP,109,83,GO:0019432,triglyceride biosynthetic process,2/83,14/27694,7.888915493258256e-4,0.08086138380589712,0.055637614531400335,Zm00001eb250480/Zm00001eb277490,2
GWAS_PHG_landraces_N,CC,109,83,GO:0000407,phagophore assembly site,2/83,21/27694,0.0017958938442999598,0.09203955952037295,0.06332888819373543,Zm00001eb151200/Zm00001eb202370,2
GWAS_PHG_landraces_N,MF,109,83,GO:0044877,protein-containing complex binding,2/83,21/27694,0.0017958938442999598,0.09203955952037295,0.06332888819373543,Zm00001eb132380/Zm00001eb151450,2
GWAS_PHG_landraces_N,BP,109,83,GO:0006284,base-excision repair,2/83,28/27694,0.0031889502615523747,0.12089682264607449,0.08318446333542481,Zm00001eb275040/Zm00001eb289030,2
GWAS_PHG_landraces_N,MF,109,83,GO:0051536,iron-sulfur cluster binding,4/83,208/27694,0.003576386681222008,0.12089682264607449,0.08318446333542481,Zm00001eb130060/Zm00001eb201340/Zm00001eb289030/Zm00001eb421930,4
GWAS_PHG_landraces_N,BP,109,83,GO:0006914,autophagy,2/83,40/27694,0.0064290721260288975,0.12089682264607449,0.08318446333542481,Zm00001eb151200/Zm00001eb202370,2
GWAS_PHG_landraces_N,BP,109,83,GO:0016180,snRNA processing,1/83,3/27694,0.008964520135752996,0.12089682264607449,0.08318446333542481,Zm00001eb126950,1
GWAS_PHG_landraces_N,MF,109,83,GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",1/83,3/27694,0.008964520135752996,0.12089682264607449,0.08318446333542481,Zm00001eb418690,1
GWAS_PHG_landraces_N,MF,109,83,GO:0090599,alpha-glucosidase activity,1/83,3/27694,0.008964520135752996,0.12089682264607449,0.08318446333542481,Zm00001eb273940,1
GWAS_PHG_landraces_N,MF,109,83,GO:0140463,chromatin-protein adaptor activity,1/83,3/27694,0.008964520135752996,0.12089682264607449,0.08318446333542481,Zm00001eb398900,1
GWAS_PHG_landraces_N,BP,109,83,GO:0019752,carboxylic acid metabolic process,2/83,52/27694,0.010678790516935361,0.12089682264607449,0.08318446333542481,Zm00001eb181690/Zm00001eb418480,2
GWAS_PHG_landraces_N,BP,109,83,GO:0006281,DNA repair,4/83,289/27694,0.011204069154696636,0.12089682264607449,0.08318446333542481,Zm00001eb127010/Zm00001eb275040/Zm00001eb289030/Zm00001eb398900,4
GWAS_PHG_landraces_N,MF,109,83,GO:0008447,L-ascorbate oxidase activity,1/83,4/27694,0.011935013972332875,0.12089682264607449,0.08318446333542481,Zm00001eb384970,1
GWAS_PHG_landraces_N,BP,109,83,GO:0043488,regulation of mRNA stability,1/83,4/27694,0.011935013972332875,0.12089682264607449,0.08318446333542481,Zm00001eb199820,1
GWAS_PHG_landraces_N,MF,109,83,GO:0051747,cytosine C-5 DNA demethylase activity,1/83,4/27694,0.011935013972332875,0.12089682264607449,0.08318446333542481,Zm00001eb289030,1
GWAS_PHG_landraces_N,CC,109,83,GO:0009941,chloroplast envelope,2/83,61/27694,0.014484088183609618,0.12089682264607449,0.08318446333542481,Zm00001eb277480/Zm00001eb277490,2
GWAS_PHG_landraces_N,MF,109,83,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,1/83,5/27694,0.014896711113549954,0.12089682264607449,0.08318446333542481,Zm00001eb151440,1
GWAS_PHG_landraces_N,BP,109,83,GO:0016320,endoplasmic reticulum membrane fusion,1/83,5/27694,0.014896711113549954,0.12089682264607449,0.08318446333542481,Zm00001eb031250,1
GWAS_PHG_landraces_N,BP,109,83,GO:0035336,long-chain fatty-acyl-CoA metabolic process,1/83,5/27694,0.014896711113549954,0.12089682264607449,0.08318446333542481,Zm00001eb201250,1
GWAS_PHG_landraces_N,MF,109,83,GO:0035514,DNA demethylase activity,1/83,5/27694,0.014896711113549954,0.12089682264607449,0.08318446333542481,Zm00001eb289030,1
GWAS_PHG_landraces_N,BP,109,83,GO:0042594,response to starvation,1/83,5/27694,0.014896711113549954,0.12089682264607449,0.08318446333542481,Zm00001eb151200,1
GWAS_PHG_landraces_N,MF,109,83,GO:0080019,alcohol-forming very long-chain fatty acyl-CoA reductase activity,1/83,5/27694,0.014896711113549954,0.12089682264607449,0.08318446333542481,Zm00001eb201250,1
GWAS_PHG_landraces_N,MF,109,83,GO:0102965,alcohol-forming long-chain fatty acyl-CoA reductase activity,1/83,5/27694,0.014896711113549954,0.12089682264607449,0.08318446333542481,Zm00001eb201250,1
GWAS_PHG_landraces_N,CC,109,83,GO:0019005,SCF ubiquitin ligase complex,2/83,64/27694,0.015864310340529254,0.12089682264607449,0.08318446333542481,Zm00001eb137200/Zm00001eb199550,2
GWAS_PHG_landraces_N,BP,109,83,GO:0017006,protein-tetrapyrrole linkage,1/83,6/27694,0.017849637292811527,0.12089682264607449,0.08318446333542481,Zm00001eb014850,1
GWAS_PHG_landraces_N,MF,109,83,GO:0061578,K63-linked deubiquitinase activity,1/83,6/27694,0.017849637292811527,0.12089682264607449,0.08318446333542481,Zm00001eb421980,1
GWAS_PHG_landraces_N,MF,109,83,GO:0042803,protein homodimerization activity,2/83,69/27694,0.01828437654558052,0.12089682264607449,0.08318446333542481,Zm00001eb014850/Zm00001eb130060,2
GWAS_PHG_landraces_N,MF,109,83,GO:0008296,3'-5'-DNA exonuclease activity,1/83,7/27694,0.020793818169172917,0.12089682264607449,0.08318446333542481,Zm00001eb201340,1
GWAS_PHG_landraces_N,BP,109,83,GO:0010345,suberin biosynthetic process,1/83,7/27694,0.020793818169172917,0.12089682264607449,0.08318446333542481,Zm00001eb201250,1
GWAS_PHG_landraces_N,MF,109,83,GO:0019104,DNA N-glycosylase activity,1/83,7/27694,0.020793818169172917,0.12089682264607449,0.08318446333542481,Zm00001eb289030,1
GWAS_PHG_landraces_N,CC,109,83,GO:0033281,TAT protein transport complex,1/83,7/27694,0.020793818169172917,0.12089682264607449,0.08318446333542481,Zm00001eb399680,1
GWAS_PHG_landraces_N,BP,109,83,GO:0050982,detection of mechanical stimulus,1/83,7/27694,0.020793818169172917,0.12089682264607449,0.08318446333542481,Zm00001eb373650,1
GWAS_PHG_landraces_N,BP,109,83,GO:0065002,intracellular protein transmembrane transport,1/83,7/27694,0.020793818169172917,0.12089682264607449,0.08318446333542481,Zm00001eb399680,1
GWAS_PHG_landraces_N,BP,109,83,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,2/83,77/27694,0.022456950676633298,0.12089682264607449,0.08318446333542481,Zm00001eb137200/Zm00001eb199550,2
GWAS_PHG_landraces_N,MF,109,83,GO:0005247,voltage-gated chloride channel activity,1/83,8/27694,0.02372927932754909,0.12089682264607449,0.08318446333542481,Zm00001eb235240,1
GWAS_PHG_landraces_N,MF,109,83,GO:0008381,mechanosensitive monoatomic ion channel activity,1/83,8/27694,0.02372927932754909,0.12089682264607449,0.08318446333542481,Zm00001eb373650,1
GWAS_PHG_landraces_N,BP,109,83,GO:0009615,response to virus,1/83,8/27694,0.02372927932754909,0.12089682264607449,0.08318446333542481,Zm00001eb384970,1
GWAS_PHG_landraces_N,BP,109,83,GO:0019363,pyridine nucleotide biosynthetic process,1/83,8/27694,0.02372927932754909,0.12089682264607449,0.08318446333542481,Zm00001eb130060,1
GWAS_PHG_landraces_N,BP,109,83,GO:0031573,mitotic intra-S DNA damage checkpoint signaling,1/83,8/27694,0.02372927932754909,0.12089682264607449,0.08318446333542481,Zm00001eb398900,1
GWAS_PHG_landraces_N,BP,109,83,GO:0006283,transcription-coupled nucleotide-excision repair,1/83,9/27694,0.026656046278925816,0.12089682264607449,0.08318446333542481,Zm00001eb127010,1
GWAS_PHG_landraces_N,BP,109,83,GO:0009245,lipid A biosynthetic process,1/83,9/27694,0.026656046278925816,0.12089682264607449,0.08318446333542481,Zm00001eb009130,1
GWAS_PHG_landraces_N,CC,109,83,GO:1990316,Atg1/ULK1 kinase complex,1/83,9/27694,0.026656046278925816,0.12089682264607449,0.08318446333542481,Zm00001eb202370,1
GWAS_PHG_landraces_N,CC,109,83,GO:0000813,ESCRT I complex,1/83,10/27694,0.02957414446057116,0.12089682264607449,0.08318446333542481,Zm00001eb151450,1
GWAS_PHG_landraces_N,MF,109,83,GO:0004144,diacylglycerol O-acyltransferase activity,1/83,10/27694,0.02957414446057116,0.12089682264607449,0.08318446333542481,Zm00001eb277490,1
GWAS_PHG_landraces_N,BP,109,83,GO:0006297,"nucleotide-excision repair, DNA gap filling",1/83,10/27694,0.02957414446057116,0.12089682264607449,0.08318446333542481,Zm00001eb201340,1
GWAS_PHG_landraces_N,BP,109,83,GO:0033314,mitotic DNA replication checkpoint signaling,1/83,10/27694,0.02957414446057116,0.12089682264607449,0.08318446333542481,Zm00001eb398900,1
GWAS_PHG_landraces_N,MF,109,83,GO:0005516,calmodulin binding,3/83,229/27694,0.03161925063557572,0.12089682264607449,0.08318446333542481,Zm00001eb232390/Zm00001eb286890/Zm00001eb411450,3
GWAS_PHG_landraces_N,MF,109,83,GO:0005254,chloride channel activity,1/83,11/27694,0.032483599236245664,0.12089682264607449,0.08318446333542481,Zm00001eb235240,1
GWAS_PHG_landraces_N,BP,109,83,GO:0009435,NAD+ biosynthetic process,1/83,11/27694,0.032483599236245664,0.12089682264607449,0.08318446333542481,Zm00001eb130060,1
GWAS_PHG_landraces_N,BP,109,83,GO:0009584,detection of visible light,1/83,11/27694,0.032483599236245664,0.12089682264607449,0.08318446333542481,Zm00001eb014850,1
GWAS_PHG_landraces_N,MF,109,83,GO:0009977,proton motive force dependent protein transmembrane transporter activity,1/83,11/27694,0.032483599236245664,0.12089682264607449,0.08318446333542481,Zm00001eb399680,1
GWAS_PHG_landraces_N,CC,109,83,GO:0030658,transport vesicle membrane,1/83,11/27694,0.032483599236245664,0.12089682264607449,0.08318446333542481,Zm00001eb151480,1
GWAS_PHG_landraces_N,CC,109,83,GO:0034707,chloride channel complex,1/83,11/27694,0.032483599236245664,0.12089682264607449,0.08318446333542481,Zm00001eb235240,1
