gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GWAS_GBS_landraces_N,MF,89,74,GO:0004363,glutathione synthase activity,2/74,5/27694,7.007111048631831e-5,0.009971519294851966,0.00668884163225364,Zm00001eb115470/Zm00001eb115490,2
GWAS_GBS_landraces_N,BP,89,74,GO:0032456,endocytic recycling,2/74,6/27694,1.0492458271149267e-4,0.009971519294851966,0.00668884163225364,Zm00001eb022740/Zm00001eb393130,2
GWAS_GBS_landraces_N,BP,89,74,GO:0006750,glutathione biosynthetic process,2/74,7/27694,1.4663998963017596e-4,0.009971519294851966,0.00668884163225364,Zm00001eb115470/Zm00001eb115490,2
GWAS_GBS_landraces_N,BP,89,74,GO:0051726,regulation of cell cycle,3/74,51/27694,3.478013225250072e-4,0.01773786744877537,0.01189846629690814,Zm00001eb075500/Zm00001eb100880/Zm00001eb118100,3
GWAS_GBS_landraces_N,MF,89,74,GO:0004860,protein kinase inhibitor activity,2/74,15/27694,7.231105197792847e-4,0.029502909206994814,0.019790393172906737,Zm00001eb022750/Zm00001eb100880,2
GWAS_GBS_landraces_N,MF,89,74,GO:0043295,glutathione binding,2/74,18/27694,0.0010482202217993303,0.03563948754117723,0.02390677698840578,Zm00001eb115490/Zm00001eb152160,2
GWAS_GBS_landraces_N,BP,89,74,GO:0042147,"retrograde transport, endosome to Golgi",2/74,30/27694,0.0029190818101255153,0.08507038418080073,0.0570647571904236,Zm00001eb022740/Zm00001eb393130,2
GWAS_GBS_landraces_N,BP,89,74,GO:0009107,lipoate biosynthetic process,1/74,3/27694,0.007995064098509141,0.10553226340179865,0.07079047596611879,Zm00001eb152040,1
GWAS_GBS_landraces_N,MF,89,74,GO:0016992,lipoate synthase activity,1/74,3/27694,0.007995064098509141,0.10553226340179865,0.07079047596611879,Zm00001eb152040,1
GWAS_GBS_landraces_N,BP,89,74,GO:0042631,cellular response to water deprivation,1/74,3/27694,0.007995064098509141,0.10553226340179865,0.07079047596611879,Zm00001eb425250,1
GWAS_GBS_landraces_N,MF,89,74,GO:0004252,serine-type endopeptidase activity,3/74,163/27694,0.0095609672085362,0.10553226340179865,0.07079047596611879,Zm00001eb048680/Zm00001eb107610/Zm00001eb168260,3
GWAS_GBS_landraces_N,MF,89,74,GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",1/74,4/27694,0.010646046918079133,0.10553226340179865,0.07079047596611879,Zm00001eb105780,1
GWAS_GBS_landraces_N,MF,89,74,GO:0004775,succinate-CoA ligase (ADP-forming) activity,1/74,4/27694,0.010646046918079133,0.10553226340179865,0.07079047596611879,Zm00001eb107590,1
GWAS_GBS_landraces_N,BP,89,74,GO:0010236,plastoquinone biosynthetic process,1/74,4/27694,0.010646046918079133,0.10553226340179865,0.07079047596611879,Zm00001eb297120,1
GWAS_GBS_landraces_N,MF,89,74,GO:0017040,N-acylsphingosine amidohydrolase activity,1/74,4/27694,0.010646046918079133,0.10553226340179865,0.07079047596611879,Zm00001eb265720,1
GWAS_GBS_landraces_N,BP,89,74,GO:0046514,ceramide catabolic process,1/74,4/27694,0.010646046918079133,0.10553226340179865,0.07079047596611879,Zm00001eb265720,1
GWAS_GBS_landraces_N,BP,89,74,GO:0000154,rRNA modification,1/74,5/27694,0.013290040869977648,0.10553226340179865,0.07079047596611879,Zm00001eb105780,1
GWAS_GBS_landraces_N,BP,89,74,GO:0009249,protein lipoylation,1/74,5/27694,0.013290040869977648,0.10553226340179865,0.07079047596611879,Zm00001eb152040,1
GWAS_GBS_landraces_N,BP,89,74,GO:1901663,quinone biosynthetic process,1/74,5/27694,0.013290040869977648,0.10553226340179865,0.07079047596611879,Zm00001eb297120,1
GWAS_GBS_landraces_N,CC,89,74,GO:0032300,mismatch repair complex,1/74,6/27694,0.015927064127430723,0.10553226340179865,0.07079047596611879,Zm00001eb104360,1
