pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
PWY-2541,phytosterol biosynthesis (plants),27,9.99900009999e-05,9.99900009999e-05,1.54487533876591e-13,,0.00237430497151872,1.12852398958537e-08,0.00551356025690741,5.13721705958128e-07,3.08642000845794e-14,0.5,,,,,,63
PWY-701,L-methionine degradation II,2,9.99900009999e-05,9.99900009999e-05,1.66809003221413e-07,,0.00645715427391555,0.000694648652706876,0.00804754378238992,0.000354256372390602,3.33668560559275e-08,1,,,,,,63
PWY-7183,pyrimidine nucleobases salvage I,6,9.99900009999e-05,9.99900009999e-05,2.71242976577213e-05,,0.000736299286376799,0.00603472937969285,0.000734714979751305,0.15462343350254,5.51129006376439e-06,0.01,,,,,,63
PWY-7208,superpathway of pyrimidine nucleobases salvage,6,9.99900009999e-05,9.99900009999e-05,2.71242976594421e-05,,0.000736299286376799,0.00603472937969285,0.000734714979751305,0.15462343350254,5.51129006409745e-06,0.01,,,,,,63
PWY-7196,superpathway of pyrimidine ribonucleosides salvage,6,0.0001999800019998,0.0001999800019998,2.71242976577213e-05,,0.000736299286376799,0.00603472937969285,0.000734714979751305,0.15462343350254,5.51129006376439e-06,0.01,,,,,,63
PWY-5905,hypusine biosynthesis,4,0.0002999700029997,0.0002999700029997,3.29997865015086e-05,,0.00424728722390246,0.00270716953336438,0.00466940141657091,0.0303091071471909,6.63727320282526e-06,0.05,,,,,,63
LIPAS-PWY,triacylglycerol degradation,117,0.0004999500049995,0.0004999500049995,1.28074919863441e-05,,0.0685438003755646,3.15837196687556e-05,0.251695778507739,0.000342626668002677,2.81057945938912e-06,0.5,,,,,,63
PWY-8011,L-serine biosynthesis II,9,0.0004999500049995,0.0004999500049995,1.28976779256718e-09,,0.0142893951923836,1.15538410936008e-05,0.0401943456872842,6.67556680093306e-06,2.57969312578155e-10,1,,,,,,63
PWY-5147,oleate biosynthesis I (plants),42,0.0005999400059994,0.0005999400059994,6.51473644210365e-05,,0.024315803658665,0.000196087077030313,0.0346642134588142,0.000904511817146129,1.41896393193175e-05,0.5,,,,,,63
PWY-6443,"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",104,0.0006999300069993,0.0006999300069993,1.06651007469871e-08,,0.00350618094614389,4.45015272050331e-06,0.00628266795138044,0.000590424953511005,2.13405271232148e-09,0.05,,,,,,63
PWY-7193,pyrimidine ribonucleosides salvage I,10,0.0006999300069993,0.0006999300069993,0.000291724944649574,,0.00122448228796436,0.00827584717124968,0.00122422504948583,0.0687301349099809,6.50584568856472e-05,0.01,,,,,,63
PWY-3461,L-tyrosine biosynthesis II,4,0.0011998800119988,0.0011998800119988,0.00103248324368588,,0.0219911803023782,0.00488713795710723,0.0316250724635833,0.00495104163898875,0.000229400072493169,1,,,,,,63
PWYQT-4445,pyrimidine salvage pathway,15,0.0014998500149985,0.0014998500149985,0.00107466320222532,,0.00188083673761941,0.00704634992994959,0.00183577543688795,0.157634882029328,0.000291672912120622,0.01,,,,,,63
PWY-6803,phosphatidylcholine acyl editing,99,0.0016998300169983,0.0016998300169983,2.3515336134261e-05,,0.0724411470996506,5.16192261753294e-05,0.237267623374932,0.00029392850273131,5.26772101461237e-06,0.5,,,,,,63
LIPASYN-PWY,phospholipases,106,0.001999800019998,0.001999800019998,3.89356210089287e-05,,0.00200530695156427,8.76322441112283e-05,0.00205504745428009,0.00127068890085143,8.67802852477784e-06,0.05,,,,,,63
POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,9,0.001999800019998,0.001999800019998,8.93706834406149e-05,,0.0445865750828733,0.000907669069629324,0.0748011041669715,0.000167151740804908,2.04804526470204e-05,1,,,,,,63
PWY-63,UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose),3,0.002999700029997,0.002999700029997,0.00237219702364622,,0.00821655262640398,0.0154700385341092,0.00825149963435556,0.0291575267351049,0.000566225300083323,0.01,,,,,,63
PWY-6814,chitin degradation III (carnivorous plants),43,0.0030996900309969,0.0030996900309969,7.51817390787224e-07,,0.0612750457937265,1.64731185235788e-05,0.189036865533258,3.78465270246942e-05,1.52359989957773e-07,0.5,,,,,,63
PWY-181,photorespiration,20,0.0035996400359964,0.0035996400359964,6.61354665058012e-05,,0.0303322767436045,0.000348517995663867,0.0871333474330547,0.000715478169618249,1.40269399488968e-05,1,,,,,,63
PWY0-1264,biotin-carboxyl carrier protein assembly,5,0.0040995900409959,0.0040995900409959,0.0038709575969883,,0.0443639942464381,0.00892380932631612,0.0526881320567372,0.0184075911677832,0.000922412602138656,0.5,,,,,,63
PWY-5139,pelargonidin conjugates biosynthesis,3,0.0042995700429957,0.0042995700429957,0.00360133108746635,,0.010351275528248,0.0242061644482893,0.00982415193461361,0.140468028930024,0.00087557531512994,0.01,,,,,,63
PWY-5125,anthocyanin biosynthesis,13,0.0050994900509949,0.0050994900509949,0.00242719495114419,,0.0197179840678395,0.00528323127480704,0.0295768271080994,0.024704908023085,0.000572759754076002,0.05,,,,,,63
PWY-101,photosynthesis light reactions,32,0.0058994100589941,0.0058994100589941,0.00236704500514118,,0.00256530858064453,0.0556509060147247,0.00258402424521931,0.203204353499056,0.000761330780636005,0.01,,,,,,63
PWYDQC-4,indole-3-acetate biosynthesis I,15,0.0082991700829917,0.0082991700829917,0.0041810614380346,,0.00501154928167235,0.0142929701738074,0.00506130634538304,0.0142936403286855,0.00151770447356325,0.01,,,,,,63
PWY-6801,volatile esters biosynthesis (during fruit ripening),20,0.0084991500849915,0.0084991500849915,0.000521908135731719,,0.0246229736928542,0.00115959418879103,0.0500327866889359,0.00212893656879888,0.000122133071510433,1,,,,,,63
CALVIN-PWY,Calvin-Benson-Bassham cycle,38,0.0106989301069893,0.0106989301069893,0.00434885023796261,,0.133657966444661,0.00586163521568648,0.39499226647793,0.00163417535598741,0.00278513775168998,1,,,,,,63
PWY-4261,glycerol degradation I,4,0.0106989301069893,0.0106989301069893,0.00804453583796044,,0.0701782313579153,0.0142458663473881,0.11645093131613,0.00490358644509813,0.00307565515016528,1,,,,,,63
HISTSYN-PWY,L-histidine biosynthesis,11,0.0131986801319868,0.0131986801319868,0.0112288661518763,,0.0175631704515165,0.0164716595805141,0.0198593316270919,0.0603416338111904,0.00383272422222358,0.05,,,,,,63
PWY-7101,5-deoxystrigol biosynthesis,9,0.0148985101489851,0.0148985101489851,0.0108618468915804,,0.011735280103507,0.0335824531944306,0.0119537106541958,0.0660066365760001,0.00405233692033768,0.01,,,,,,63
PWY-6673,caffeoylglucarate biosynthesis,5,0.0154984501549845,0.0154984501549845,0.0014592423413145,,0.0659627222215938,0.0053141438192094,0.18064460180145,0.00147716718578715,0.000393481418004993,1,,,,,,63
PWY-7252,luteolinidin 5-<i>O</i>-glucoside biosynthesis,31,0.0185981401859814,0.0185981401859814,4.62348680217994e-05,,0.147853718300656,0.000222230630698606,0.421346008132832,3.64798476780421e-05,1.31191925752949e-05,1,,,,,,63
PWY-6475,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),11,0.0195980401959804,0.0195980401959804,0.0139349207987144,,0.0935289144963987,0.0143769448739439,0.198612295364357,0.00952204530234455,0.00590465056545175,1,,,,,,63
PWY-7253,apigeninidin 5-<i>O</i>-glucoside biosynthesis,31,0.0197980201979802,0.0197980201979802,4.61900140626415e-05,,0.147853718300656,0.000222230630698606,0.421346008132832,3.64798476780421e-05,1.31011429012062e-05,1,,,,,,63
PWY-641,proanthocyanidins biosynthesis from flavanols,7,0.0225977402259774,0.0225977402259774,0.0159445293963755,,0.0161821488508586,0.086422117561534,0.0160362807924911,0.164048264628445,0.00579833822952347,0.01,,,,,,63
PWY-5723,Rubisco shunt,38,0.022997700229977,0.022997700229977,0.0125893569582929,,0.15928601664819,0.00975320660119956,0.315834935316743,0.00850044471931247,0.00591488108917215,1,,,,,,63
PWY-6014,vernolate biosynthesis I,12,0.0244975502449755,0.0244975502449755,0.0093406469385649,,0.0180918045056294,0.0108612819503421,0.019647224067585,0.013617733877383,0.00379243065750179,1,,,,,,63
