pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
PWY-2582,brassinosteroid biosynthesis II,6,9.99900009999e-05,9.99900009999e-05,7.58620689833567e-06,,0.000750655201743535,0.00309373186463406,0.000754322806111429,0.0597437499686261,1.52417349841283e-06,0.05,,,,,,30
PWY-5434,"(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I",5,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000177512504431476,1.04674457640673e-08,0.000390478996168286,2.50648308998123e-07,1e-15,0.05,,,,,,30
PWY-699,brassinosteroid biosynthesis I,7,9.99900009999e-05,9.99900009999e-05,2.35847875740824e-05,,0.000875006387125509,0.00228191166501314,0.000879987942475347,0.0316416033954091,4.77892416050896e-06,0.05,,,,,,30
PWY-7141,(3<i>S</i>)-linalool biosynthesis,7,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000248575432466924,1.23268962491526e-07,0.000546627898623919,4.08657775568642e-05,1e-15,0.05,,,,,,30
PWY0-1021,L-alanine biosynthesis III,8,0.0001999800019998,0.0001999800019998,1.70916121170484e-05,,0.000454854021231466,0.000481834225373025,0.000455965016028515,0.000826471976581256,3.51044534374623e-06,1,,,,,,30
PWY-5947,lutein biosynthesis,3,0.0004999500049995,0.0004999500049995,0.000256785198955056,,0.00347149560611875,0.0166281509119947,0.00345710846453218,0.0793217341378509,5.31298882554543e-05,0.01,,,,,,30
PWY-7206,pyrimidine deoxyribonucleotides dephosphorylation,16,0.0006999300069993,0.0006999300069993,0.000336244067054847,,0.000812365080510056,0.0603802276274421,0.000811962798663579,0.226196280004811,8.07260128321552e-05,0.01,,,,,,30
PWY-7187,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II,17,0.000999900009999,0.000999900009999,0.000409315960408996,,0.000862983098662062,0.0618656264716132,0.000862688577748072,0.177441179434665,0.000101249788131974,0.01,,,,,,30
COA-PWY,coenzyme A biosynthesis I (prokaryotic),11,0.0010998900109989,0.0010998900109989,5.17024324930282e-05,,0.000452559470325326,0.00168187372532849,0.000453084661400593,0.00409610351006263,1.09347203273158e-05,0.01,,,,,,30
PWY-6823,molybdenum cofactor biosynthesis,15,0.0012998700129987,0.0012998700129987,0.000319513524464299,,0.000852521363928879,0.00427894079644345,0.00085476385548422,0.00905468006217431,7.71498582264885e-05,0.01,,,,,,30
HOMOSERSYN-PWY,L-homoserine biosynthesis,6,0.0013998600139986,0.0013998600139986,0.00111150795665976,,0.0443382735084025,0.00405419547582214,0.0710428853331516,0.00160393454816903,0.000278394857624487,1,,,,,,30
PWY-621,sucrose degradation III (sucrose invertase),9,0.0014998500149985,0.0014998500149985,0.000818888140223628,,0.00234800430963284,0.0474401613784005,0.00233702899785704,0.199294704280214,0.000191322082183198,0.01,,,,,,30
PWY-5138,"unsaturated, even numbered fatty acid &beta;-oxidation",12,0.0028997100289971,0.0028997100289971,0.0010304857508886,,0.0377434685501525,0.00262603305097825,0.0625150044449543,0.000948238764254009,0.000296337835876015,1,,,,,,30
PWY-5129,sphingolipid biosynthesis (plants),32,0.0032996700329967,0.0032996700329967,0.000173186648648571,,0.0036086670466233,0.00366861939423776,0.00586264739198772,0.0172673434728402,3.55966816619757e-05,0.01,,,,,,30
PWY-6814,chitin degradation III (carnivorous plants),43,0.0038996100389961,0.0038996100389961,1.1987292595772e-06,,0.0599757016906518,1.52335534663139e-05,0.254585111455072,1.09753461509918e-05,2.49109046279727e-07,1,,,,,,30
PWY0-166,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>),28,0.0041995800419958,0.0041995800419958,0.00152716844009565,,0.00141883889129331,0.04940356223036,0.00142050221352519,0.0744654286400845,0.000545857714952525,0.01,,,,,,30
PWY-6773,"1,3-&beta;-D-glucan biosynthesis",14,0.0048995100489951,0.0048995100489951,0.00105808039987426,,0.0538800350395572,0.00242505144457033,0.114711285402769,0.0010855210656177,0.000297155981488939,1,,,,,,30
