pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
PWY-3781,aerobic respiration I (cytochrome c),297,9.99900009999e-05,9.99900009999e-05,1.76419989728061e-12,,0.000201774326495603,3.72003284606438e-13,0.000202218799893794,3.20344096401997e-11,8.7163609663321e-12,1,,,,,,25
PWY-3981,&beta;-alanine biosynthesis I,10,9.99900009999e-05,9.99900009999e-05,2.67412337884299e-07,,0.000836082924457254,6.60644392978258e-05,0.000857798701624835,0.000195552914725792,5.35472254314939e-08,1,,,,,,25
PWY-5080,very long chain fatty acid biosynthesis I,65,9.99900009999e-05,9.99900009999e-05,1.77788659350142e-08,,0.010348815347568,6.6947547233098e-07,0.0240118103948427,2.60723353782301e-06,3.57966956077149e-09,1,,,,,,25
PWY-6443,"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",104,9.99900009999e-05,9.99900009999e-05,8.04911692853239e-15,,0.0183756346256753,1.63909634142002e-14,0.0797093397997675,1.84293451976203e-15,4.88498130835069e-14,1,,,,,,25
PWY-7141,(3<i>S</i>)-linalool biosynthesis,7,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.00251171828741489,2.29183148294236e-08,0.005519210212663,4.05513427343512e-09,1e-15,1,,,,,,25
PWYDQC-4,indole-3-acetate biosynthesis I,15,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,4.21402025797951e-05,7.48140280847777e-09,4.21821696205971e-05,2.55162313291763e-08,1e-15,1,,,,,,25
ETHYL-PWY,ethylene biosynthesis I (plants),19,0.0001999800019998,0.0001999800019998,2.59310776132837e-05,,0.0305247424313551,0.000227482182256589,0.0446919908311694,0.000399541605996816,5.38024548801808e-06,0.5,,,,,,25
PWY-6964,ammonia assimilation cycle II,6,0.0001999800019998,0.0001999800019998,2.07475011780311e-05,,0.00649683406421102,0.000719425206271196,0.00739014078014855,0.000670025759897496,4.20483939134186e-06,1,,,,,,25
PWY-3181,L-tryptophan degradation VI (via tryptamine),10,0.0002999700029997,0.0002999700029997,6.23396841370472e-08,,0.0111993444016198,3.76683740890572e-05,0.0229994354723669,3.26685242154488e-05,1.24768489984106e-08,1,,,,,,25
PWY-4302,aerobic respiration III (alternative oxidase pathway),62,0.0002999700029997,0.0002999700029997,9.31680281746061e-06,,0.0574445136583932,3.56651480791718e-05,0.242494054607579,0.000103087882176027,2.0043886606036e-06,1,,,,,,25
PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,11,0.0002999700029997,0.0002999700029997,7.15137693402812e-05,,0.00975871291723532,0.0034763531110199,0.0148283018232245,0.0326176162156345,1.44032910428527e-05,0.05,,,,,,25
PWY-4203,volatile benzenoid biosynthesis I (ester formation),28,0.0003999600039996,0.0003999600039996,6.32716140053224e-06,,0.0437131563896885,6.82253484577142e-05,0.116394549848069,2.56284834780089e-05,1.35770604470231e-06,1,,,,,,25
PWY-5434,"(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I",5,0.0003999600039996,0.0003999600039996,2.51213694291153e-09,,0.0048705623609486,4.98328212868221e-05,0.00775582628357574,1.86299025198908e-05,5.0244608473804e-10,1,,,,,,25
PWY-5987,sorgoleone biosynthesis,22,0.0003999600039996,0.0003999600039996,5.52786452723275e-07,,0.0558311452172077,2.58895923324555e-05,0.229521147916743,2.0544201545666e-05,1.11635029331758e-07,1,,,,,,25
PWY-7897,flavonoid di-C-glucosylation,37,0.0003999600039996,0.0003999600039996,1.58292601248888e-10,,0.0554455079268074,1.62672889228621e-07,0.194440678478019,2.05877521748125e-09,3.21592752428046e-11,1,,,,,,25
PWY-4361,<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I,11,0.0004999500049995,0.0004999500049995,3.28025895502404e-05,,0.0247705046572731,0.000459604487275173,0.0349169847703761,9.41395206487667e-05,7.16538392697697e-06,1,,,,,,25
