pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
DETOX1-PWY,superoxide radicals degradation,10,9.99900009999e-05,9.99900009999e-05,5.4583312921741e-06,,0.0495577268733516,0.000229179338464149,0.128934723625449,2.94991264763631e-05,1.13928845968392e-06,1,,,,,,50
LIPAS-PWY,triacylglycerol degradation,117,9.99900009999e-05,9.99900009999e-05,4.6074255521944e-15,,3.81027863470586e-06,1e-15,3.8111508058325e-06,5.72989904266183e-14,1.24344978758018e-14,1,,,,,,50
PWY-101,photosynthesis light reactions,32,9.99900009999e-05,9.99900009999e-05,2.5401514225365e-10,,0.0099427658521124,2.96204666674606e-07,0.0240422392219225,1.21193579069294e-07,5.08330044723948e-11,1,,,,,,50
PWY-1042,glycolysis IV (plant cytosol),60,9.99900009999e-05,9.99900009999e-05,5.07846963482272e-07,,0.029117702337411,6.03873887421222e-06,0.0420546794284036,1.36599998118727e-06,1.11759741572293e-07,1,,,,,,50
PWY-116,coniferin metabolism,6,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000689699108874571,6.00807773966394e-09,0.00102154491418716,2.37763503434744e-09,1e-15,1,,,,,,50
PWY-2781,<i>cis</i>-zeatin biosynthesis,4,9.99900009999e-05,9.99900009999e-05,1.39141788979558e-07,,0.000221735899550586,0.000337381081670921,0.0002219655218475,0.0017795542377834,2.78380731799643e-08,0.01,,,,,,50
PWY-2981,diterpene phytoalexins precursors biosynthesis,6,9.99900009999e-05,9.99900009999e-05,1.58395072058504e-08,,0.000368456525737446,0.000172210703547218,0.000374881429878848,0.00312301382892271,3.16801695987579e-09,0.05,,,,,,50
PWY-3781,aerobic respiration I (cytochrome c),297,9.99900009999e-05,9.99900009999e-05,5.32351940307763e-14,,0.0419818323117801,2.44571726584255e-14,0.153473045156758,2.38488333215012e-14,8.85957973650875e-14,1,,,,,,50
PWY-4261,glycerol degradation I,4,9.99900009999e-05,9.99900009999e-05,2.7634435474877e-05,,0.0011952094830079,0.00226828592110169,0.00119782158254123,0.00506185424153579,5.5983591207287e-06,0.01,,,,,,50
PWY-5032,<i>ent</i>-kaurene biosynthesis I,3,9.99900009999e-05,9.99900009999e-05,1.14192533207103e-08,,0.000188238465591345,0.0022387606882575,0.000187458285243802,0.19282995724452,2.28390850676163e-09,0.01,,,,,,50
PWY-5176,coumarin biosynthesis (via 2-coumarate),6,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000689699108874571,6.00807773966394e-09,0.00102154491418716,2.37763503434744e-09,1e-15,1,,,,,,50
PWY-5350,thiosulfate disproportionation IV (rhodanese),6,9.99900009999e-05,9.99900009999e-05,5.1001314282928e-11,,0.00118928041280868,3.15054578287271e-05,0.00156467893178047,0.00213245689609456,1.02002850610461e-11,0.05,,,,,,50
PWY-5968,cinnamate esters biosynthesis,7,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000805207251048992,2.86336622860851e-08,0.00119170091444198,2.40355941058836e-07,1e-15,0.5,,,,,,50
PWY-6352,3-phosphoinositide biosynthesis,42,9.99900009999e-05,9.99900009999e-05,1.60120546741638e-05,,0.0180134234256329,7.41308205734629e-05,0.0369720374499235,0.000278302774082693,3.3886877746081e-06,0.5,,,,,,50
PWY-6762,salicylate glucosides biosynthesis IV,7,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000804921813493763,2.56380062587459e-08,0.00119170091444198,1.12281862617954e-07,1e-15,0.5,,,,,,50
PWY-7186,superpathway of scopolin and esculin biosynthesis,11,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.00123419757895051,1.88986481064391e-09,0.00187203513810774,1.75026960280187e-09,1e-15,1,,,,,,50
PWY-735,jasmonic acid biosynthesis,32,9.99900009999e-05,9.99900009999e-05,9.62008250837698e-14,,0.00598458381580948,1.17518550599112e-08,0.014407928358174,4.47029736082968e-07,1.92068583260152e-14,1,,,,,,50
PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",18,9.99900009999e-05,9.99900009999e-05,5.7135173867906e-05,,0.0109586768441076,0.000359005508498993,0.0120065117035301,0.000358574225072913,1.22304697784958e-05,1,,,,,,50
PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,7,9.99900009999e-05,9.99900009999e-05,9.53575285940755e-05,,0.0010325187272738,0.00863038356789637,0.00103400149544464,0.0487380746621102,1.98560714650409e-05,0.01,,,,,,50
PWY4FS-10,scopolin biosynthesis,6,9.99900009999e-05,9.99900009999e-05,4.9960036108132e-15,,0.000689699108874571,6.00807773966394e-09,0.00102154491418716,2.37763503434744e-09,1e-15,1,,,,,,50
PWY-321,cutin biosynthesis,56,0.0001999800019998,0.0001999800019998,1.5292180764459e-06,,0.0584733787360976,1.26942344689197e-05,0.195323312758396,9.44494748897029e-06,3.24152172326286e-07,1,,,,,,50
PWY-3881,mannitol biosynthesis,11,0.0001999800019998,0.0001999800019998,1.22256408247035e-06,,0.000343281538170289,0.00114842264672865,0.000346577389824354,0.0128860696723206,2.44916846692256e-07,0.05,,,,,,50
PWY-5194,siroheme biosynthesis,2,0.0001999800019998,0.0001999800019998,6.920444296038e-05,,0.0180510978865833,0.0032312147087692,0.0272261181510001,0.00170155486841964,1.40330090596663e-05,1,,,,,,50
PWY-5807,heptaprenyl diphosphate biosynthesis,5,0.0001999800019998,0.0001999800019998,5.19734196218757e-05,,0.00403765702315651,0.00124210581836397,0.00412537561154247,0.000854140683441324,1.06681309525181e-05,1,,,,,,50
PWY-5934,iron reduction and absorption,2,0.0001999800019998,0.0001999800019998,6.50639724102398e-05,,0.00934130135281951,0.00317426227179344,0.00996405496975006,0.00212080786053425,1.31832969032519e-05,1,,,,,,50
PWY-6275,&beta;-caryophyllene biosynthesis,16,0.0001999800019998,0.0001999800019998,7.64741937381297e-06,,0.0530831021070064,0.000151511415836775,0.142363290369983,1.70027942226625e-05,1.69959319873403e-06,1,,,,,,50
PWY-6733,sporopollenin precursors biosynthesis,62,0.0001999800019998,0.0001999800019998,4.44870651428175e-09,,0.00545767921595556,3.16487835343091e-07,0.0112326266208136,3.58868688917041e-06,8.92471763158653e-10,1,,,,,,50
RIBOSYN2-PWY,flavin biosynthesis I (bacteria and plants),21,0.0001999800019998,0.0001999800019998,4.08373580246257e-06,,0.0395223802678094,7.66661047743468e-05,0.0813823828869415,2.12860209789561e-05,8.58878406839736e-07,1,,,,,,50
PWY-6803,phosphatidylcholine acyl editing,99,0.0002999700029997,0.0002999700029997,7.11328780933496e-07,,0.355863044441325,3.86596109260071e-06,0.284198488115779,1.1162375355107e-05,1.49681781191902e-07,1,,,,,,50
PWY-6475,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),11,0.0005999400059994,0.0005999400059994,0.000580935954190676,,0.0016275175356731,0.0216914071152462,0.00162954174401353,0.0958912693636159,0.000136564275080797,0.01,,,,,,50
PWY-1061,homogalacturonan biosynthesis,25,0.0006999300069993,0.0006999300069993,0.000422325366562892,,0.0756761338826269,0.0010802634150862,0.268676947221586,0.000265980617506633,0.000140093672269526,1,,,,,,50
PWY-5139,pelargonidin conjugates biosynthesis,3,0.0006999300069993,0.0006999300069993,0.000465621939055916,,0.0174678751579309,0.00433991089247345,0.0233411054271764,0.00416379885429445,9.83496441446796e-05,1,,,,,,50
PWY-7634,vernolate biosynthesis II,12,0.000999900009999,0.000999900009999,6.6088221849836e-05,,0.0268778425164985,0.000610966847491125,0.0365606513836746,8.95385765364212e-05,1.59268692757619e-05,1,,,,,,50
PWY-5123,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",7,0.0012998700129987,0.0012998700129987,0.000770627942210778,,0.0252161058077599,0.00314252643226222,0.0288218990995787,0.000929154709509261,0.000199219888321389,1,,,,,,50
PWY-5138,"unsaturated, even numbered fatty acid &beta;-oxidation",12,0.0012998700129987,0.0012998700129987,0.000144656932859033,,0.00153408918780468,0.000863413529798052,0.00154450556690267,0.000755386663525559,3.24852274879994e-05,1,,,,,,50
