pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
OXIDATIVEPENT-PWY,pentose phosphate pathway (oxidative branch) I,12,9.99900009999e-05,9.99900009999e-05,7.9494325992191e-05,,0.0238644152045915,0.000642282309583575,0.0318672503981959,0.000213437019663093,1.76733708302512e-05,1,,,,,,1
PWY-3101,flavonol biosynthesis,33,9.99900009999e-05,9.99900009999e-05,1.58618673751221e-11,,0.0230974934194066,6.53223124551213e-08,0.0889718971193739,3.69433690797711e-08,3.17279535977377e-12,1,,,,,,1
PWY-4203,volatile benzenoid biosynthesis I (ester formation),28,9.99900009999e-05,9.99900009999e-05,1.39999123405232e-13,,0.00259188297739549,7.66299145570183e-09,0.00529551246766347,2.43282219126975e-06,2.79776202205539e-14,0.5,,,,,,1
PWY-6498,eumelanin biosynthesis,3,9.99900009999e-05,9.99900009999e-05,1.165510538359e-06,,0.000642412539099573,0.00314091789712542,0.000638504055963995,0.0891252297095733,2.332898331181e-07,0.01,,,,,,1
PWY-7184,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,42,9.99900009999e-05,9.99900009999e-05,1.3804894747893e-06,,0.0314494182847781,3.22333624587408e-05,0.0723025406567046,0.00104161847225962,2.78561257394117e-07,0.5,,,,,,1
PWY-7995,tricin biosynthesis,24,9.99900009999e-05,9.99900009999e-05,2.87089074735292e-10,,0.0193615211027166,6.43338003778984e-07,0.0655231156365527,2.98750458128163e-07,5.74339464876061e-11,1,,,,,,1
PWY-861,dhurrin biosynthesis,25,9.99900009999e-05,9.99900009999e-05,1.45439216225896e-14,,2.05716962085223e-06,8.57072641908805e-08,2.24932257275601e-06,0.000298142946894179,2.88657986402541e-15,0.01,,,,,,1
PWY18C3-22,methylsalicylate biosynthesis,4,9.99900009999e-05,9.99900009999e-05,1.8095559698561e-05,,0.00707068429380102,0.00120038399964924,0.00764120637485266,0.00228691305862177,3.63942998971023e-06,0.5,,,,,,1
LIPAS-PWY,triacylglycerol degradation,117,0.0001999800019998,0.0001999800019998,1.25179348220428e-07,,0.00953854909109558,9.59049891835709e-07,0.0191569959093824,7.52259506567534e-06,2.57951999760309e-08,1,,,,,,1
PWY-5687,pyrimidine ribonucleotides interconversion,33,0.0001999800019998,0.0001999800019998,3.15015837326627e-06,,0.0370593851276016,4.54335621825123e-05,0.057262642399025,0.000399466272508059,6.39932770996055e-07,0.5,,,,,,1
PWY-6745,phytochelatins biosynthesis,4,0.0001999800019998,0.0001999800019998,9.54813877795946e-06,,0.0199236103570959,0.00087069880532817,0.0258060407380835,0.00022612667821168,1.93049195718054e-06,1,,,,,,1
PWY-7185,UTP and CTP dephosphorylation I,26,0.0002999700029997,0.0002999700029997,2.09851769440994e-05,,0.0296352571636745,0.000141925143044592,0.0453965728087009,0.000236117407535526,4.40670841106439e-06,1,,,,,,1
PWY-46,putrescine biosynthesis III,6,0.0005999400059994,0.0005999400059994,2.55478130928299e-07,,0.00985110503693477,0.000149259822371976,0.0149201901964352,8.24955056402383e-05,5.11452528106915e-08,1,,,,,,1
ALANINE-SYN2-PWY,L-alanine biosynthesis II,5,0.0006999300069993,0.0006999300069993,6.09452402068333e-05,,0.0127248274359655,0.00131468092372091,0.0187143158332007,0.00166480717639459,1.24150128660849e-05,1,,,,,,1
PWY-6440,spermine and spermidine degradation II,2,0.0006999300069993,0.0006999300069993,0.000278694589540163,,0.00494938356800998,0.0147455937977665,0.00487444542395998,0.0992744309269267,5.72865503000175e-05,0.01,,,,,,1
ALANINE-DEG3-PWY,L-alanine degradation III,5,0.000999900009999,0.000999900009999,6.0945240207444e-05,,0.0127248274359655,0.00131468092372091,0.0187143158332007,0.00166480717639459,1.2415012866196e-05,1,,,,,,1
PWY-4841,UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol),3,0.0011998800119988,0.0011998800119988,0.0015219129109017,,0.00681473091148252,0.0200496254859389,0.00680321351874058,0.0477492297183237,0.000342344524142058,0.01,,,,,,1
PWY-2261,ascorbate glutathione cycle,20,0.0016998300169983,0.0016998300169983,0.000224172565169989,,0.0943165532159207,0.000733668939934956,0.381909755144376,0.000381265425154547,5.4624283955973e-05,1,,,,,,1
PWY-6352,3-phosphoinositide biosynthesis,42,0.0018998100189981,0.0018998100189981,0.000744669024185518,,0.00211155449540311,0.0170091436389902,0.00213246930051147,0.119365289273289,0.000175280142931333,0.05,,,,,,1
