pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
PWY-5142,acyl-[acyl-carrier protein] thioesterase pathway,9,9.99900009999e-05,9.99900009999e-05,1.06581410364015e-14,,0.000652380741587534,1.39465490177977e-06,0.00145705557304154,0.000822464754388272,2.1094237467878e-15,0.05,,,,,,12
PWY-5147,oleate biosynthesis I (plants),42,9.99900009999e-05,9.99900009999e-05,2.29088970016278e-11,,0.00261157392458742,5.14362346539947e-08,0.00678145264654451,9.03327691080601e-07,4.58222348953541e-12,1,,,,,,12
PWY-5692,allantoin degradation to glyoxylate II,2,9.99900009999e-05,9.99900009999e-05,1.77720525518232e-08,,0.000416523665158844,0.00179016458429821,0.000415656798377517,0.0552589891272074,3.55447848932045e-09,0.01,,,,,,12
PWY-5971,palmitate biosynthesis II (bacteria and plants),43,9.99900009999e-05,9.99900009999e-05,7.7198309966775e-09,,0.00305344646106348,8.96833156999487e-07,0.00694235405121579,1.69952203127344e-06,1.54803869722997e-09,1,,,,,,12
PWY-5989,stearate biosynthesis II (bacteria and plants),38,9.99900009999e-05,9.99900009999e-05,4.81408246599813e-10,,0.00269861063483899,2.73178727134108e-07,0.00613758628310612,4.50638889914529e-07,9.63361612704716e-11,1,,,,,,12
PWY-7489,"oryzalexin A, B, and C biosynthesis",2,0.0001999800019998,0.0001999800019998,8.27503193004953e-05,,0.0178535518583677,0.00340264325742024,0.0251202304,0.00181846633693745,1.68114519507601e-05,1,,,,,,12
SAM-PWY,S-adenosyl-L-methionine biosynthesis,3,0.0006999300069993,0.0006999300069993,0.000384372755971973,,0.00403375272668742,0.020736969143063,0.00399486850404607,0.129572422506144,8.0291904763663e-05,0.01,,,,,,12
PWY-6333,acetaldehyde biosynthesis I,11,0.0007999200079992,0.0007999200079992,0.000106991346000618,,0.0297760267946646,0.00078674257009467,0.0422138457150002,0.000733130813689319,2.27062992372851e-05,1,,,,,,12
PWY-7528,L-methionine salvage cycle I (bacteria and plants),3,0.000999900009999,0.000999900009999,0.000384371145631723,,0.00403375272668742,0.020736969143063,0.00399486850404607,0.129572422506144,8.02915534249271e-05,0.01,,,,,,12
PWY0-501,lipoate biosynthesis and incorporation I,5,0.0010998900109989,0.0010998900109989,0.00113981549423808,,0.0345498782221797,0.00480399412560403,0.0597628858634757,0.00686185091881347,0.000250787704233035,0.5,,,,,,12
