pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
LIPASYN-PWY,phospholipases,106,9.99900009999e-05,9.99900009999e-05,1.88537074841122e-10,,0.00187141995242052,2.63589898319975e-08,0.0019274636095119,2.90578536080169e-07,3.77663456063715e-11,1,,,,,,35
PWY-1581,plastoquinol-9 biosynthesis I,8,9.99900009999e-05,9.99900009999e-05,1.94148071841482e-07,,0.00258991021073024,0.000238286626477726,0.00506394531266197,0.00285880351177422,3.88373505577633e-08,0.05,,,,,,35
PWY-4381,fatty acid biosynthesis initiation I,2,9.99900009999e-05,9.99900009999e-05,1.55331502549316e-07,,0.000680389331445946,0.0029156992722974,0.000675165999230454,0.114611193537549,3.10694877603268e-08,0.01,,,,,,35
PWY-5083,NAD/NADH phosphorylation and dephosphorylation,52,9.99900009999e-05,9.99900009999e-05,3.73574621237438e-09,,0.0140402462190334,4.25129186595437e-07,0.0221272535107716,1.45783693503087e-07,7.52327200537195e-10,1,,,,,,35
PWY-5441,S-methyl-L-methionine cycle,5,9.99900009999e-05,9.99900009999e-05,5.79942948020218e-06,,0.000523123929617355,0.001838510735859,0.000523190474307489,0.0237505523042153,1.16584780307516e-06,0.01,,,,,,35
PWY-5698,allantoin degradation to ureidoglycolate II (ammonia producing),3,9.99900009999e-05,9.99900009999e-05,1.92716641483348e-05,,0.0189290844123029,0.00149851362281589,0.0272926686895301,0.00056618477060034,3.89217994967161e-06,1,,,,,,35
PWY-5800,xylan biosynthesis,27,9.99900009999e-05,9.99900009999e-05,7.58781926180063e-13,,0.00625437618959219,4.04273989599606e-08,0.00863146468176779,4.20922247264508e-09,1.51767487466259e-13,1,,,,,,35
PWY-5987,sorgoleone biosynthesis,22,9.99900009999e-05,9.99900009999e-05,2.37542435721494e-09,,0.0401017673713445,2.00912548720886e-06,0.143389488519114,4.63415533201537e-08,4.8012049891355e-10,1,,,,,,35
PWY-6606,guanosine nucleotides degradation II,13,9.99900009999e-05,9.99900009999e-05,3.74150965209985e-08,,0.0170879279654397,1.90057741787419e-05,0.0296362553771983,7.73536308322387e-06,7.49322348614356e-09,1,,,,,,35
PWY-7029,terminal olefins biosynthesis II,2,9.99900009999e-05,9.99900009999e-05,3.37987976972709e-06,,0.00141902843201823,0.0016607522568344,0.00142187420878381,0.00296377364504714,6.77050344899399e-07,0.01,,,,,,35
PWY-7039,"phosphatidate metabolism, as a signaling molecule",39,9.99900009999e-05,9.99900009999e-05,3.14862898587176e-07,,0.0431550772048837,8.52833799271786e-06,0.104819446149377,6.30368744003626e-07,7.05404368250839e-08,1,,,,,,35
PWY-7204,pyridoxal 5'-phosphate salvage II (plants),12,9.99900009999e-05,9.99900009999e-05,5.97135763058532e-09,,0.012500573183774,1.07957977575921e-05,0.0273880628845559,2.51635166307109e-06,1.1949710110315e-09,1,,,,,,35
PWY-7436,vitamin E biosynthesis (tocotrienols),9,9.99900009999e-05,9.99900009999e-05,7.77608022417553e-08,,0.00291995284543695,4.94259465121864e-05,0.00569513274575562,6.1890075002604e-05,1.55610925256511e-08,1,,,,,,35
PWY0-1535,D-serine degradation,2,9.99900009999e-05,9.99900009999e-05,1.39693384637596e-09,,0.00438249729436431,0.000247322117171545,0.00676631535679007,0.000115396118273207,2.79387735169223e-10,1,,,,,,35
